1479	486163399114993267.wav	سونا کو ہر طرح کی شکلوں میں ڈھالا جاسکتا ہے۔ اس کو چھوٹی سے چھوٹی شکل دی جاسکتی ہے۔	سونا کو ہر طرح کی شکلوں میں ڈھالا جاسکتا ہے اس کو چھوٹی سے چھوٹی شکل دی جاسکتی ہے	س و ن ا | ک و | ہ ر | ط ر ح | ک ی | ش ک ل و ں | م ی ں | ڈ ھ ا ل ا | ج ا س ک ت ا | ہ ے | ا س | ک و | چ ھ و ٹ ی | س ے | چ ھ و ٹ ی | ش ک ل | د ی | ج ا س ک ت ی | ہ ے |	120000	FEMALE
646	981925300630631969.wav	در حقیقت سیکھنے کے لئے کوئی اچھی چیز نہیں ہے۔ سیکھنے کا عمل سیکھنے والے اور پیش کردہ علم کے درمیان تجربے میں وقوع پذیر ہوتا ہے۔	در حقیقت سیکھنے کے لئے کوئی اچھی چیز نہیں ہے سیکھنے کا عمل سیکھنے والے اور پیش کردہ علم کے درمیان تجربے میں وقوع پذیر ہوتا ہے	د ر | ح ق ی ق ت | س ی ک ھ ن ے | ک ے | ل ئ ے | ک و ئ ی | ا چ ھ ی | چ ی ز | ن ہ ی ں | ہ ے | س ی ک ھ ن ے | ک ا | ع م ل | س ی ک ھ ن ے | و ا ل ے | ا و ر | پ ی ش | ک ر د ہ | ع ل م | ک ے | د ر م ی ا ن | ت ج ر ب ے | م ی ں | و ق و ع | پ ذ ی ر | ہ و ت ا | ہ ے |	151680	FEMALE
92	6197631140101242080.wav	لوڈین نے یہ بھی بتایا کہ عہدیداروں نے افغانوں کو دوسرے انتخابات کے اخراجات اور سیکیورٹی کے خطرے سے بچانے کیلئے فیصلہ کُن انتخاب منسوخ کرنے کا فیصلہ کیا ہے۔	لوڈین نے یہ بھی بتایا کہ عہدیداروں نے افغانوں کو دوسرے انتخابات کے اخراجات اور سیکیورٹی کے خطرے سے بچانے کیلئے فیصلہ کُن انتخاب منسوخ کرنے کا فیصلہ کیا ہے	ل و ڈ ی ن | ن ے | ی ہ | ب ھ ی | ب ت ا ی ا | ک ہ | ع ہ د ی د ا ر و ں | ن ے | ا ف غ ا ن و ں | ک و | د و س ر ے | ا ن ت خ ا ب ا ت | ک ے | ا خ ر ا ج ا ت | ا و ر | س ی ک ی و ر ٹ ی | ک ے | خ ط ر ے | س ے | ب چ ا ن ے | ک ی ل ئ ے | ف ی ص ل ہ | ک ُ ن | ا ن ت خ ا ب | م ن س و خ | ک ر ن ے | ک ا | ف ی ص ل ہ | ک ی ا | ہ ے |	259200	MALE
27	7054842015084130641.wav	رات میں اس کا دوسرا گول، سیزن کا اس کا 60واں گول تھا، جس سے وہ پہلا کھلاڑی بن گیا جس نے 1995-96 سے ایک سیزن میں 60 یا زائد گول کیے، جب جیرومر جیگر اور ماریو لیمی یکس دونوں اس سنگِ میل تک پہنچے۔	رات میں اس کا دوسرا گول سیزن کا اس کا 60واں گول تھا جس سے وہ پہلا کھلاڑی بن گیا جس نے 1995-96 سے ایک سیزن میں 60 یا زائد گول کیے جب جیرومر جیگر اور ماریو لیمی یکس دونوں اس سنگِ میل تک پہنچے	ر ا ت | م ی ں | ا س | ک ا | د و س ر ا | گ و ل | س ی ز ن | ک ا | ا س | ک ا | 6 0 و ا ں | گ و ل | ت ھ ا | ج س | س ے | و ہ | پ ہ ل ا | ک ھ ل ا ڑ ی | ب ن | گ ی ا | ج س | ن ے | 1 9 9 5 - 9 6 | س ے | ا ی ک | س ی ز ن | م ی ں | 6 0 | ی ا | ز ا ئ د | گ و ل | ک ی ے | ج ب | ج ی ر و م ر | ج ی گ ر | ا و ر | م ا ر ی و | ل ی م ی | ی ک س | د و ن و ں | ا س | س ن گ ِ | م ی ل | ت ک | پ ہ ن چ ے |	295680	FEMALE
369	4383701300038831551.wav	کسی ٹرائسرا ٹاپ کے دانت اتنے سخت ہوتے ہیں کہ وہ نہ صرف پتیوں کو بلکہ ٹہنیوں اور جڑوں کو بھی چبا سکتا ہے۔	کسی ٹرائسرا ٹاپ کے دانت اتنے سخت ہوتے ہیں کہ وہ نہ صرف پتیوں کو بلکہ ٹہنیوں اور جڑوں کو بھی چبا سکتا ہے	ک س ی | ٹ ر ا ئ س ر ا | ٹ ا پ | ک ے | د ا ن ت | ا ت ن ے | س خ ت | ہ و ت ے | ہ ی ں | ک ہ | و ہ | ن ہ | ص ر ف | پ ت ی و ں | ک و | ب ل ک ہ | ٹ ہ ن ی و ں | ا و ر | ج ڑ و ں | ک و | ب ھ ی | چ ب ا | س ک ت ا | ہ ے |	205440	MALE
486	9111676174883361044.wav	سکھ مت شبۃ قارۃ ھند کا ایک مذہب ہے۔ اس کا ارتقاء پنجاب کے علاقہ میں قدیم ہندو مذہب سے اختلاف کے باعث 15 ویں صدی میں ہوا۔	سکھ مت شبۃ قارۃ ھند کا ایک مذہب ہے اس کا ارتقاء پنجاب کے علاقہ میں قدیم ہندو مذہب سے اختلاف کے باعث 15 ویں صدی میں ہوا	س ک ھ | م ت | ش ب ۃ | ق ا ر ۃ | ھ ن د | ک ا | ا ی ک | م ذ ہ ب | ہ ے | ا س | ک ا | ا ر ت ق ا ء | پ ن ج ا ب | ک ے | ع ل ا ق ہ | م ی ں | ق د ی م | ہ ن د و | م ذ ہ ب | س ے | ا خ ت ل ا ف | ک ے | ب ا ع ث | 1 5 | و ی ں | ص د ی | م ی ں | ہ و ا |	213120	MALE
1066	6514989801901660322.wav	حالانکہ رومیوں کے کھانے ہمارے لئے مانوس ہیں لیکن ان کی دعوتوں میں بعض عجیب و غریب اشیاء بھی ہوتی تھیں مثلاً جنگلی سور، مور، سیخ پر، اور نیولا۔	حالانکہ رومیوں کے کھانے ہمارے لئے مانوس ہیں لیکن ان کی دعوتوں میں بعض عجیب و غریب اشیاء بھی ہوتی تھیں مثلاً جنگلی سور مور سیخ پر اور نیولا	ح ا ل ا ن ک ہ | ر و م ی و ں | ک ے | ک ھ ا ن ے | ہ م ا ر ے | ل ئ ے | م ا ن و س | ہ ی ں | ل ی ک ن | ا ن | ک ی | د ع و ت و ں | م ی ں | ب ع ض | ع ج ی ب | و | غ ر ی ب | ا ش ی ا ء | ب ھ ی | ہ و ت ی | ت ھ ی ں | م ث ل ا ً | ج ن گ ل ی | س و ر | م و ر | س ی خ | پ ر | ا و ر | ن ی و ل ا |	208320	MALE
646	6912629941882592229.wav	در حقیقت سیکھنے کے لئے کوئی اچھی چیز نہیں ہے۔ سیکھنے کا عمل سیکھنے والے اور پیش کردہ علم کے درمیان تجربے میں وقوع پذیر ہوتا ہے۔	در حقیقت سیکھنے کے لئے کوئی اچھی چیز نہیں ہے سیکھنے کا عمل سیکھنے والے اور پیش کردہ علم کے درمیان تجربے میں وقوع پذیر ہوتا ہے	د ر | ح ق ی ق ت | س ی ک ھ ن ے | ک ے | ل ئ ے | ک و ئ ی | ا چ ھ ی | چ ی ز | ن ہ ی ں | ہ ے | س ی ک ھ ن ے | ک ا | ع م ل | س ی ک ھ ن ے | و ا ل ے | ا و ر | پ ی ش | ک ر د ہ | ع ل م | ک ے | د ر م ی ا ن | ت ج ر ب ے | م ی ں | و ق و ع | پ ذ ی ر | ہ و ت ا | ہ ے |	164160	FEMALE
281	16322839766443719939.wav	احتجاج کے منتظمین نے بتایا کہ جرمنی کے شہروں جیسے برلن، کولون، ہیمبرگ اور ہنوور میں تقریبا 100,000 افراد شامل ہوئے۔	احتجاج کے منتظمین نے بتایا کہ جرمنی کے شہروں جیسے برلن کولون ہیمبرگ اور ہنوور میں تقریبا 100,000 افراد شامل ہوئے	ا ح ت ج ا ج | ک ے | م ن ت ظ م ی ن | ن ے | ب ت ا ی ا | ک ہ | ج ر م ن ی | ک ے | ش ہ ر و ں | ج ی س ے | ب ر ل ن | ک و ل و ن | ہ ی م ب ر گ | ا و ر | ہ ن و و ر | م ی ں | ت ق ر ی ب ا | 1 0 0 , 0 0 0 | ا ف ر ا د | ش ا م ل | ہ و ئ ے |	180480	MALE
389	18046549782709678315.wav	سنسکرت کس طرح وجود میں آئی اس کے متعدد نظریات ہیں- ان میں سے ایک آریوں کی مغرب سے بھارت ہجرت کے متعلق ہے جو اپنے ساتھ اپنی زبان بھی لے کر آئے تھے-	سنسکرت کس طرح وجود میں آئی اس کے متعدد نظریات ہیں ان میں سے ایک آریوں کی مغرب سے بھارت ہجرت کے متعلق ہے جو اپنے ساتھ اپنی زبان بھی لے کر آئے تھے	س ن س ک ر ت | ک س | ط ر ح | و ج و د | م ی ں | آ ئ ی | ا س | ک ے | م ت ع د د | ن ظ ر ی ا ت | ہ ی ں | ا ن | م ی ں | س ے | ا ی ک | آ ر ی و ں | ک ی | م غ ر ب | س ے | ب ھ ا ر ت | ہ ج ر ت | ک ے | م ت ع ل ق | ہ ے | ج و | ا پ ن ے | س ا ت ھ | ا پ ن ی | ز ب ا ن | ب ھ ی | ل ے | ک ر | آ ئ ے | ت ھ ے |	216960	MALE
995	5597720888224645430.wav	فقط چند ایک ایر لائنیں ہی سوگواری کے کرایوں کی پیشکش کرتی ہیں جن میں کسی عزیز کے مرنے پر آخری منٹ کے سفر پر معمولی تخفیف دی جاتی ہے۔	فقط چند ایک ایر لائنیں ہی سوگواری کے کرایوں کی پیشکش کرتی ہیں جن میں کسی عزیز کے مرنے پر آخری منٹ کے سفر پر معمولی تخفیف دی جاتی ہے	ف ق ط | چ ن د | ا ی ک | ا ی ر | ل ا ئ ن ی ں | ہ ی | س و گ و ا ر ی | ک ے | ک ر ا ی و ں | ک ی | پ ی ش ک ش | ک ر ت ی | ہ ی ں | ج ن | م ی ں | ک س ی | ع ز ی ز | ک ے | م ر ن ے | پ ر | آ خ ر ی | م ن ٹ | ک ے | س ف ر | پ ر | م ع م و ل ی | ت خ ف ی ف | د ی | ج ا ت ی | ہ ے |	224640	MALE
359	10048813854556124564.wav	وہ روشنی کے ایک چھوٹے ذرے کو جسے"فوٹون" کہا جاتا ہے، پیدا کر کے ایسا کرتے ہیں۔	وہ روشنی کے ایک چھوٹے ذرے کو جسے"فوٹون کہا جاتا ہے، پیدا کر کے ایسا کرتے ہیں۔	و ہ | ر و ش ن ی | ک ے | ا ی ک | چ ھ و ٹ ے | ذ ر ے | ک و | ج س ے " ف و ٹ و ن | ک ہ ا | ج ا ت ا | ہ ے ، | پ ی د ا | ک ر | ک ے | ا ی س ا | ک ر ت ے | ہ ی ں ۔ |	97920	FEMALE
768	2012564514709535646.wav	بیجنگ افتتاحی اور اختتامی تقریبات اور اندرونی آئس ایونٹس کی میزبانی کرے گا۔	بیجنگ افتتاحی اور اختتامی تقریبات اور اندرونی آئس ایونٹس کی میزبانی کرے گا	ب ی ج ن گ | ا ف ت ت ا ح ی | ا و ر | ا خ ت ت ا م ی | ت ق ر ی ب ا ت | ا و ر | ا ن د ر و ن ی | آ ئ س | ا ی و ن ٹ س | ک ی | م ی ز ب ا ن ی | ک ر ے | گ ا |	170880	MALE
1190	17689590199359881142.wav	بشکیک کے متعدد شہریوں نے اس لاقانونیت کیلئے جنوب کے مظاہرین کو ذمہ دار ٹھہرایا ہے۔	بشکیک کے متعدد شہریوں نے اس لاقانونیت کیلئے جنوب کے مظاہرین کو ذمہ دار ٹھہرایا ہے	ب ش ک ی ک | ک ے | م ت ع د د | ش ہ ر ی و ں | ن ے | ا س | ل ا ق ا ن و ن ی ت | ک ی ل ئ ے | ج ن و ب | ک ے | م ظ ا ہ ر ی ن | ک و | ذ م ہ | د ا ر | ٹ ھ ہ ر ا ی ا | ہ ے |	116160	FEMALE
703	4346778037563494837.wav	تمہارا پاسپورٹ سفر کی تاریخوں سے 6 ماہ بعد تک صالح رہنا چاہئے۔ اپنے قیام کی مدت ثابت کرنے کے دونوں طرف کے سفر کا یا روانگی کا ٹکٹ درکار ہے۔	تمہارا پاسپورٹ سفر کی تاریخوں سے 6 ماہ بعد تک صالح رہنا چاہئے اپنے قیام کی مدت ثابت کرنے کے دونوں طرف کے سفر کا یا روانگی کا ٹکٹ درکار ہے	ت م ہ ا ر ا | پ ا س پ و ر ٹ | س ف ر | ک ی | ت ا ر ی خ و ں | س ے | 6 | م ا ہ | ب ع د | ت ک | ص ا ل ح | ر ہ ن ا | چ ا ہ ئ ے | ا پ ن ے | ق ی ا م | ک ی | م د ت | ث ا ب ت | ک ر ن ے | ک ے | د و ن و ں | ط ر ف | ک ے | س ف ر | ک ا | ی ا | ر و ا ن گ ی | ک ا | ٹ ک ٹ | د ر ک ا ر | ہ ے |	202560	FEMALE
912	2394379206159745562.wav	چونکہ کالز انٹرنیٹ کے راستے جاتی ہیں، لہٰذا جہاں آپ رہتے ہیں یا سفر کرتے ہیں وہاں موجود کسی فون کمپنی کے استعمال کی ضرورت نہیں ہے-	چونکہ کالز انٹرنیٹ کے راستے جاتی ہیں لہٰذا جہاں آپ رہتے ہیں یا سفر کرتے ہیں وہاں موجود کسی فون کمپنی کے استعمال کی ضرورت نہیں ہے	چ و ن ک ہ | ک ا ل ز | ا ن ٹ ر ن ی ٹ | ک ے | ر ا س ت ے | ج ا ت ی | ہ ی ں | ل ہ ٰ ذ ا | ج ہ ا ں | آ پ | ر ہ ت ے | ہ ی ں | ی ا | س ف ر | ک ر ت ے | ہ ی ں | و ہ ا ں | م و ج و د | ک س ی | ف و ن | ک م پ ن ی | ک ے | ا س ت ع م ا ل | ک ی | ض ر و ر ت | ن ہ ی ں | ہ ے |	165120	FEMALE
1303	17451995178900376692.wav	اسے بحری قزاقوں نے لوٹ لیا، ایک دبنگ کتے نے تبت میں اس پر حملہ کیا، نیپال میں شادی کرنے سے بچ گیا اور ہندوستان میں اسے گرفتار کرلیا گیا۔	اسے بحری قزاقوں نے لوٹ لیا ایک دبنگ کتے نے تبت میں اس پر حملہ کیا نیپال میں شادی کرنے سے بچ گیا اور ہندوستان میں اسے گرفتار کرلیا گیا	ا س ے | ب ح ر ی | ق ز ا ق و ں | ن ے | ل و ٹ | ل ی ا | ا ی ک | د ب ن گ | ک ت ے | ن ے | ت ب ت | م ی ں | ا س | پ ر | ح م ل ہ | ک ی ا | ن ی پ ا ل | م ی ں | ش ا د ی | ک ر ن ے | س ے | ب چ | گ ی ا | ا و ر | ہ ن د و س ت ا ن | م ی ں | ا س ے | گ ر ف ت ا ر | ک ر ل ی ا | گ ی ا |	182400	FEMALE
1217	554261881630435383.wav	امیدواروں کو حق ہے کہ وہ اس عمل کے ہر جزو کی نگرانی کے لئے اپنے نمایندے بھیجیں۔ شام کے وقت والنٹیرس سخت نگرانی اور مخصوص ضابطوں کے مطا بق ووٹوں کی گنتی کرتے ہیں۔	امیدواروں کو حق ہے کہ وہ اس عمل کے ہر جزو کی نگرانی کے لئے اپنے نمایندے بھیجیں شام کے وقت والنٹیرس سخت نگرانی اور مخصوص ضابطوں کے مطا بق ووٹوں کی گنتی کرتے ہیں	ا م ی د و ا ر و ں | ک و | ح ق | ہ ے | ک ہ | و ہ | ا س | ع م ل | ک ے | ہ ر | ج ز و | ک ی | ن گ ر ا ن ی | ک ے | ل ئ ے | ا پ ن ے | ن م ا ی ن د ے | ب ھ ی ج ی ں | ش ا م | ک ے | و ق ت | و ا ل ن ٹ ی ر س | س خ ت | ن گ ر ا ن ی | ا و ر | م خ ص و ص | ض ا ب ط و ں | ک ے | م ط ا | ب ق | و و ٹ و ں | ک ی | گ ن ت ی | ک ر ت ے | ہ ی ں |	198720	FEMALE
142	1428779252168637909.wav	بُدھ کویونائیٹڈ اسٹیٹس نیشنل باسکٹ بال ایسوسی ایشن (این بی اے) نے کووڈ-19 کے حوالے سے تفکّرات کی بناء پر اپنا پیشہ ورانہ سیزن معطل کردیا۔	بُدھ کویونائیٹڈ اسٹیٹس نیشنل باسکٹ بال ایسوسی ایشن این بی اے نے کووڈ-19 کے حوالے سے تفکّرات کی بناء پر اپنا پیشہ ورانہ سیزن معطل کردیا۔	ب ُ د ھ | ک و ی و ن ا ئ ی ٹ ڈ | ا س ٹ ی ٹ س | ن ی ش ن ل | ب ا س ک ٹ | ب ا ل | ا ی س و س ی | ا ی ش ن | ا ی ن | ب ی | ا ے | ن ے | ک و و ڈ - 1 9 | ک ے | ح و ا ل ے | س ے | ت ف ک ّ ر ا ت | ک ی | ب ن ا ء | پ ر | ا پ ن ا | پ ی ش ہ | و ر ا ن ہ | س ی ز ن | م ع ط ل | ک ر د ی ا ۔ |	223680	FEMALE
626	15429881731526559191.wav	اس ذہنیت کا نقطہ ارتکاز، رفتار، منطق اور درستگی کے علاوہ حقائق کی شناخت کرنا، موجودہ تکنیک کا دوبارہ استعمال کرنا، معلومات جمع کرنا بھی ہے-	اس ذہنیت کا نقطہ ارتکاز رفتار منطق اور درستگی کے علاوہ حقائق کی شناخت کرنا موجودہ تکنیک کا دوبارہ استعمال کرنا معلومات جمع کرنا بھی ہے	ا س | ذ ہ ن ی ت | ک ا | ن ق ط ہ | ا ر ت ک ا ز | ر ف ت ا ر | م ن ط ق | ا و ر | د ر س ت گ ی | ک ے | ع ل ا و ہ | ح ق ا ئ ق | ک ی | ش ن ا خ ت | ک ر ن ا | م و ج و د ہ | ت ک ن ی ک | ک ا | د و ب ا ر ہ | ا س ت ع م ا ل | ک ر ن ا | م ع ل و م ا ت | ج م ع | ک ر ن ا | ب ھ ی | ہ ے |	213120	FEMALE
1213	527214427095164366.wav	حتّیٰ کہ روایتی، اگر چہ سارے سامی بڑے پیمانے پر قطبی ہرن پالنے میں ملوث نہیں تھے لیکن وہ مچھلی کے شکار، جانوروں کے شکار اور اسی طرح کی چیزوں پر زندگی گزارتے تھے، قطبی ہرن کو زیادہ تر ڈرافٹ جانور کی طرح رکھتے تھے۔	حتّیٰ کہ روایتی اگر چہ سارے سامی بڑے پیمانے پر قطبی ہرن پالنے میں ملوث نہیں تھے لیکن وہ مچھلی کے شکار جانوروں کے شکار اور اسی طرح کی چیزوں پر زندگی گزارتے تھے قطبی ہرن کو زیادہ تر ڈرافٹ جانور کی طرح رکھتے تھے	ح ت ّ ی ٰ | ک ہ | ر و ا ی ت ی | ا گ ر | چ ہ | س ا ر ے | س ا م ی | ب ڑ ے | پ ی م ا ن ے | پ ر | ق ط ب ی | ہ ر ن | پ ا ل ن ے | م ی ں | م ل و ث | ن ہ ی ں | ت ھ ے | ل ی ک ن | و ہ | م چ ھ ل ی | ک ے | ش ک ا ر | ج ا ن و ر و ں | ک ے | ش ک ا ر | ا و ر | ا س ی | ط ر ح | ک ی | چ ی ز و ں | پ ر | ز ن د گ ی | گ ز ا ر ت ے | ت ھ ے | ق ط ب ی | ہ ر ن | ک و | ز ی ا د ہ | ت ر | ڈ ر ا ف ٹ | ج ا ن و ر | ک ی | ط ر ح | ر ک ھ ت ے | ت ھ ے |	240000	FEMALE
709	11472393978050042108.wav	زیادہ تر راستوں پر پتھر کے زینے بنے ہیں، اور ڈھلوان والے حصوں میں اسٹیل کے تار معاون دستوں کا کام کرتے ہیں۔	زیادہ تر راستوں پر پتھر کے زینے بنے ہیں اور ڈھلوان والے حصوں میں اسٹیل کے تار معاون دستوں کا کام کرتے ہیں	ز ی ا د ہ | ت ر | ر ا س ت و ں | پ ر | پ ت ھ ر | ک ے | ز ی ن ے | ب ن ے | ہ ی ں | ا و ر | ڈ ھ ل و ا ن | و ا ل ے | ح ص و ں | م ی ں | ا س ٹ ی ل | ک ے | ت ا ر | م ع ا و ن | د س ت و ں | ک ا | ک ا م | ک ر ت ے | ہ ی ں |	127680	FEMALE
1129	972207635704715470.wav	امریکہ کے صدر، جیورج ڈبلیو بش 16 نومبر کی صبح سنگاپور پہنچ کر ایک ہفتہ طویل ایشیاء کے دورے کا آغاز کیا۔	امریکہ کے صدر جیورج ڈبلیو بش 16 نومبر کی صبح سنگاپور پہنچ کر ایک ہفتہ طویل ایشیاء کے دورے کا آغاز کیا	ا م ر ی ک ہ | ک ے | ص د ر | ج ی و ر ج | ڈ ب ل ی و | ب ش | 1 6 | ن و م ب ر | ک ی | ص ب ح | س ن گ ا پ و ر | پ ہ ن چ | ک ر | ا ی ک | ہ ف ت ہ | ط و ی ل | ا ی ش ی ا ء | ک ے | د و ر ے | ک ا | آ غ ا ز | ک ی ا |	197760	MALE
471	5619921753331614152.wav	طاقت کا توازن ایک ایسا نظام تھا جس میں یورپی اقوام تمام یورپی ریاستوں کی قومی خودمختاری کو برقرار رکھنے کی طلب گار تھیں۔	طاقت کا توازن ایک ایسا نظام تھا جس میں یورپی اقوام تمام یورپی ریاستوں کی قومی خودمختاری کو برقرار رکھنے کی طلب گار تھیں	ط ا ق ت | ک ا | ت و ا ز ن | ا ی ک | ا ی س ا | ن ظ ا م | ت ھ ا | ج س | م ی ں | ی و ر پ ی | ا ق و ا م | ت م ا م | ی و ر پ ی | ر ی ا س ت و ں | ک ی | ق و م ی | خ و د م خ ت ا ر ی | ک و | ب ر ق ر ا ر | ر ک ھ ن ے | ک ی | ط ل ب | گ ا ر | ت ھ ی ں |	190080	MALE
