1246	15844514211231253015.wav	في أواخر عام 2015، أنشأت "توجي نت" راديو "أسترو نت " كمحطة إذاعية تابعة.	في أواخر عام 2015، أنشأت توجي نت راديو أسترو نت  كمحطة إذاعية تابعة	ف ي | أ و ا خ ر | ع ا م | 2 0 1 5 ، | أ ن ش أ ت | ت و ج ي | ن ت | ر ا د ي و | أ س ت ر و | ن ت | ك م ح ط ة | إ ذ ا ع ي ة | ت ا ب ع ة |	135360	MALE
752	1674450355831537807.wav	قد يؤدي نصب خيمة في ملكية خاصة أو في مدينة بأي حجم إلى جذب انتباه غير مرغوب فيه بسهولة.	قد يؤدي نصب خيمة في ملكية خاصة أو في مدينة بأي حجم إلى جذب انتباه غير مرغوب فيه بسهولة	ق د | ي ؤ د ي | ن ص ب | خ ي م ة | ف ي | م ل ك ي ة | خ ا ص ة | أ و | ف ي | م د ي ن ة | ب أ ي | ح ج م | إ ل ى | ج ذ ب | ا ن ت ب ا ه | غ ي ر | م ر غ و ب | ف ي ه | ب س ه و ل ة |	163200	FEMALE
40	15661080005857090834.wav	كما يقدم كل برنامج توصيات عن كتب يجب على الأطفال أن يبحثوا عنها عندما يتوجه كل منهم إلى المكتبة.	كما يقدم كل برنامج توصيات عن كتب يجب على الأطفال أن يبحثوا عنها عندما يتوجه كل منهم إلى المكتبة	ك م ا | ي ق د م | ك ل | ب ر ن ا م ج | ت و ص ي ا ت | ع ن | ك ت ب | ي ج ب | ع ل ى | ا ل أ ط ف ا ل | أ ن | ي ب ح ث و ا | ع ن ه ا | ع ن د م ا | ي ت و ج ه | ك ل | م ن ه م | إ ل ى | ا ل م ك ت ب ة |	127680	FEMALE
1237	14583488724568873926.wav	ضمن عملية التبنّي، ينهي الوالدان الأصليان حقوقهما الأبوية حتى يتمكن زوجان آخران من رعاية الطفل.	ضمن عملية التبنّي ينهي الوالدان الأصليان حقوقهما الأبوية حتى يتمكن زوجان آخران من رعاية الطفل	ض م ن | ع م ل ي ة | ا ل ت ب ن ّ ي | ي ن ه ي | ا ل و ا ل د ا ن | ا ل أ ص ل ي ا ن | ح ق و ق ه م ا | ا ل أ ب و ي ة | ح ت ى | ي ت م ك ن | ز و ج ا ن | آ خ ر ا ن | م ن | ر ع ا ي ة | ا ل ط ف ل |	135360	FEMALE
1045	14497431979040868901.wav	كما تشتهر باريس بكونها عاصمة الموضة في العالم المعاصر، كانت القسطنطينيّة تُعتبر عاصمة الموضة في أوروبا الإقطاعيّة.	كما تشتهر باريس بكونها عاصمة الموضة في العالم المعاصر كانت القسطنطينيّة تُعتبر عاصمة الموضة في أوروبا الإقطاعيّة	ك م ا | ت ش ت ه ر | ب ا ر ي س | ب ك و ن ه ا | ع ا ص م ة | ا ل م و ض ة | ف ي | ا ل ع ا ل م | ا ل م ع ا ص ر | ك ا ن ت | ا ل ق س ط ن ط ي ن ي ّ ة | ت ُ ع ت ب ر | ع ا ص م ة | ا ل م و ض ة | ف ي | أ و ر و ب ا | ا ل إ ق ط ا ع ي ّ ة |	136320	FEMALE
526	15644230281479146073.wav	لم تكن الأمور على ما يرام بالنسبة للإيطاليين في شمال أفريقيا منذ البداية تقريبا. وفي غضون أسبوع من إعلان إيطاليا الحرب في 10 حزيران 1940، استولى الهوسار الحادي عشر البريطاني على حصن كابوزو في ليبيا.	لم تكن الأمور على ما يرام بالنسبة للإيطاليين في شمال أفريقيا منذ البداية تقريبا وفي غضون أسبوع من إعلان إيطاليا الحرب في 10 حزيران 1940 استولى الهوسار الحادي عشر البريطاني على حصن كابوزو في ليبيا	ل م | ت ك ن | ا ل أ م و ر | ع ل ى | م ا | ي ر ا م | ب ا ل ن س ب ة | ل ل إ ي ط ا ل ي ي ن | ف ي | ش م ا ل | أ ف ر ي ق ي ا | م ن ذ | ا ل ب د ا ي ة | ت ق ر ي ب ا | و ف ي | غ ض و ن | أ س ب و ع | م ن | إ ع ل ا ن | إ ي ط ا ل ي ا | ا ل ح ر ب | ف ي | 1 0 | ح ز ي ر ا ن | 1 9 4 0 | ا س ت و ل ى | ا ل ه و س ا ر | ا ل ح ا د ي | ع ش ر | ا ل ب ر ي ط ا ن ي | ع ل ى | ح ص ن | ك ا ب و ز و | ف ي | ل ي ب ي ا |	279360	FEMALE
113	1029007864550081152.wav	يعزل قرار السيد رود بالتوقيع على اتفاقية كيوتو للمناخ الولايات المتحدة، والتي ستكون الآن الدولة المتقدمة الوحيدة التي لن تصدق على الاتفاقية.	يعزل قرار السيد رود بالتوقيع على اتفاقية كيوتو للمناخ الولايات المتحدة والتي ستكون الآن الدولة المتقدمة الوحيدة التي لن تصدق على الاتفاقية	ي ع ز ل | ق ر ا ر | ا ل س ي د | ر و د | ب ا ل ت و ق ي ع | ع ل ى | ا ت ف ا ق ي ة | ك ي و ت و | ل ل م ن ا خ | ا ل و ل ا ي ا ت | ا ل م ت ح د ة | و ا ل ت ي | س ت ك و ن | ا ل آ ن | ا ل د و ل ة | ا ل م ت ق د م ة | ا ل و ح ي د ة | ا ل ت ي | ل ن | ت ص د ق | ع ل ى | ا ل ا ت ف ا ق ي ة |	189120	FEMALE
415	11242712223936465932.wav	يُعد سوفوكليس وأريستوفان من كتاب المسرحيات المشهورين حتى الآن وتعد مسرحياتهما من أعظم الأعمال في الأدب العالمي.	يُعد سوفوكليس وأريستوفان من كتاب المسرحيات المشهورين حتى الآن وتعد مسرحياتهما من أعظم الأعمال في الأدب العالمي	ي ُ ع د | س و ف و ك ل ي س | و أ ر ي س ت و ف ا ن | م ن | ك ت ا ب | ا ل م س ر ح ي ا ت | ا ل م ش ه و ر ي ن | ح ت ى | ا ل آ ن | و ت ع د | م س ر ح ي ا ت ه م ا | م ن | أ ع ظ م | ا ل أ ع م ا ل | ف ي | ا ل أ د ب | ا ل ع ا ل م ي |	239040	FEMALE
801	2921259375591204277.wav	عندما لا يعتقد الناس أن حيوان الموظ خطر محتمل، قد يقتربوا منه كثيراً ويعرّضوا أنفسهم للخطر.	عندما لا يعتقد الناس أن حيوان الموظ خطر محتمل قد يقتربوا منه كثيراً ويعرّضوا أنفسهم للخطر	ع ن د م ا | ل ا | ي ع ت ق د | ا ل ن ا س | أ ن | ح ي و ا ن | ا ل م و ظ | خ ط ر | م ح ت م ل | ق د | ي ق ت ر ب و ا | م ن ه | ك ث ي ر ا ً | و ي ع ر ّ ض و ا | أ ن ف س ه م | ل ل خ ط ر |	124800	MALE
761	17771456298957838055.wav	عادة ما يتطلب الانضمام إلى هكذا شبكة إكمال نموذج عبر الإنترنت، رغم أن بعض الشبكات تعرض أو تطلب تحققًا إضافيًا.	عادة ما يتطلب الانضمام إلى هكذا شبكة إكمال نموذج عبر الإنترنت رغم أن بعض الشبكات تعرض أو تطلب تحققًا إضافيًا	ع ا د ة | م ا | ي ت ط ل ب | ا ل ا ن ض م ا م | إ ل ى | ه ك ذ ا | ش ب ك ة | إ ك م ا ل | ن م و ذ ج | ع ب ر | ا ل إ ن ت ر ن ت | ر غ م | أ ن | ب ع ض | ا ل ش ب ك ا ت | ت ع ر ض | أ و | ت ط ل ب | ت ح ق ق ً ا | إ ض ا ف ي ً ا |	183360	MALE
1328	4664465321470202810.wav	بل إنه يطرح فكرة أن تكون هذه القدرات في تحليل السلوك البشري مشتركة مع بعض الحيوانات، مثل الكلاب الأليفة.	بل إنه يطرح فكرة أن تكون هذه القدرات في تحليل السلوك البشري مشتركة مع بعض الحيوانات مثل الكلاب الأليفة	ب ل | إ ن ه | ي ط ر ح | ف ك ر ة | أ ن | ت ك و ن | ه ذ ه | ا ل ق د ر ا ت | ف ي | ت ح ل ي ل | ا ل س ل و ك | ا ل ب ش ر ي | م ش ت ر ك ة | م ع | ب ع ض | ا ل ح ي و ا ن ا ت | م ث ل | ا ل ك ل ا ب | ا ل أ ل ي ف ة |	144000	FEMALE
261	477563078047533265.wav	لم نتلق أي أخبار عن تأخر حركة المرور المؤدية لطريق المدينة البديل.	لم نتلق أي أخبار عن تأخر حركة المرور المؤدية لطريق المدينة البديل	ل م | ن ت ل ق | أ ي | أ خ ب ا ر | ع ن | ت أ خ ر | ح ر ك ة | ا ل م ر و ر | ا ل م ؤ د ي ة | ل ط ر ي ق | ا ل م د ي ن ة | ا ل ب د ي ل |	122880	MALE
594	14949483561475119939.wav	فقط الحيوانات لديها أدمغة (على الرغم من أن جميع الحيوانات ليست لديها أدمغة؛ قنديل البحر، على سبيل المثال، ليس لديه أدمغة).	فقط الحيوانات لديها أدمغة على الرغم من أن جميع الحيوانات ليست لديها أدمغة؛ قنديل البحر، على سبيل المثال، ليس لديه أدمغة	ف ق ط | ا ل ح ي و ا ن ا ت | ل د ي ه ا | أ د م غ ة | ع ل ى | ا ل ر غ م | م ن | أ ن | ج م ي ع | ا ل ح ي و ا ن ا ت | ل ي س ت | ل د ي ه ا | أ د م غ ة ؛ | ق ن د ي ل | ا ل ب ح ر ، | ع ل ى | س ب ي ل | ا ل م ث ا ل ، | ل ي س | ل د ي ه | أ د م غ ة |	167040	FEMALE
83	17640810391892286498.wav	ويُعتقد أن هذا الطائر الجارح ذو الريش الكامل والدم الحار قد سار في وضع عمودي على ساقين بمخالب مثل الفيلوسيرابتور.	ويُعتقد أن هذا الطائر الجارح ذو الريش الكامل والدم الحار قد سار في وضع عمودي على ساقين بمخالب مثل الفيلوسيرابتور	و ي ُ ع ت ق د | أ ن | ه ذ ا | ا ل ط ا ئ ر | ا ل ج ا ر ح | ذ و | ا ل ر ي ش | ا ل ك ا م ل | و ا ل د م | ا ل ح ا ر | ق د | س ا ر | ف ي | و ض ع | ع م و د ي | ع ل ى | س ا ق ي ن | ب م خ ا ل ب | م ث ل | ا ل ف ي ل و س ي ر ا ب ت و ر |	156480	FEMALE
1414	3813017350668812013.wav	عندما تتم تربيته من قبل حيوانات غير بشرية، يظهر الطفل الوحشي سلوكيات (ضمن الحدود المادية) تشبه تماماً سلوكيات حيوان الرعاية الخاصة، مثل الخوف من البشر أو عدم الاكتراث بهم.	عندما تتم تربيته من قبل حيوانات غير بشرية، يظهر الطفل الوحشي سلوكيات ضمن الحدود المادية تشبه تماماً سلوكيات حيوان الرعاية الخاصة، مثل الخوف من البشر أو عدم الاكتراث بهم	ع ن د م ا | ت ت م | ت ر ب ي ت ه | م ن | ق ب ل | ح ي و ا ن ا ت | غ ي ر | ب ش ر ي ة ، | ي ظ ه ر | ا ل ط ف ل | ا ل و ح ش ي | س ل و ك ي ا ت | ض م ن | ا ل ح د و د | ا ل م ا د ي ة | ت ش ب ه | ت م ا م ا ً | س ل و ك ي ا ت | ح ي و ا ن | ا ل ر ع ا ي ة | ا ل خ ا ص ة ، | م ث ل | ا ل خ و ف | م ن | ا ل ب ش ر | أ و | ع د م | ا ل ا ك ت ر ا ث | ب ه م |	257280	FEMALE
390	5474511819863385467.wav	اللغة السنسكريتية هي لغةٌ قديمةٌ ويمكن مقارنتها باللغة اللاتينية المستخدمة في أوروبا.	اللغة السنسكريتية هي لغةٌ قديمةٌ ويمكن مقارنتها باللغة اللاتينية المستخدمة في أوروبا	ا ل ل غ ة | ا ل س ن س ك ر ي ت ي ة | ه ي | ل غ ة ٌ | ق د ي م ة ٌ | و ي م ك ن | م ق ا ر ن ت ه ا | ب ا ل ل غ ة | ا ل ل ا ت ي ن ي ة | ا ل م س ت خ د م ة | ف ي | أ و ر و ب ا |	134400	MALE
1128	7731441472614546559.wav	وتتكهن السلطات بأن ذلك يشير إلى أن الحاويات التي تحتوي على وقود اليورانيوم في الموقع ربما تكون قد انفجرت وتسربت.	وتتكهن السلطات بأن ذلك يشير إلى أن الحاويات التي تحتوي على وقود اليورانيوم في الموقع ربما تكون قد انفجرت وتسربت	و ت ت ك ه ن | ا ل س ل ط ا ت | ب أ ن | ذ ل ك | ي ش ي ر | إ ل ى | أ ن | ا ل ح ا و ي ا ت | ا ل ت ي | ت ح ت و ي | ع ل ى | و ق و د | ا ل ي و ر ا ن ي و م | ف ي | ا ل م و ق ع | ر ب م ا | ت ك و ن | ق د | ا ن ف ج ر ت | و ت س ر ب ت |	196800	FEMALE
598	11096376890388347537.wav	إذا وضعت كائنات حية تحت المجهر، فسوف تلاحظ أنها مكوّنة من مربعات أو كرات صغيرة.	إذا وضعت كائنات حية تحت المجهر فسوف تلاحظ أنها مكوّنة من مربعات أو كرات صغيرة	إ ذ ا | و ض ع ت | ك ا ئ ن ا ت | ح ي ة | ت ح ت | ا ل م ج ه ر | ف س و ف | ت ل ا ح ظ | أ ن ه ا | م ك و ّ ن ة | م ن | م ر ب ع ا ت | أ و | ك ر ا ت | ص غ ي ر ة |	109440	FEMALE
398	2646229829948884525.wav	كان لديها جيشًا وبحرية أضعف رغم أنهم بنوا مؤخرًا أربع سفن جديدة قبل بداية الحرب مباشرة.	كان لديها جيشًا وبحرية أضعف رغم أنهم بنوا مؤخرًا أربع سفن جديدة قبل بداية الحرب مباشرة	ك ا ن | ل د ي ه ا | ج ي ش ً ا | و ب ح ر ي ة | أ ض ع ف | ر غ م | أ ن ه م | ب ن و ا | م ؤ خ ر ً ا | أ ر ب ع | س ف ن | ج د ي د ة | ق ب ل | ب د ا ي ة | ا ل ح ر ب | م ب ا ش ر ة |	151680	MALE
1400	8945768460504170468.wav	كانت مدينة سميرنا القديمة ذات يوم، وهي الآن مركز تجاري حديث ومتطور ومزدحم، يقع حول خليج ضخم محاط بالجبال.	كانت مدينة سميرنا القديمة ذات يوم وهي الآن مركز تجاري حديث ومتطور ومزدحم يقع حول خليج ضخم محاط بالجبال	ك ا ن ت | م د ي ن ة | س م ي ر ن ا | ا ل ق د ي م ة | ذ ا ت | ي و م | و ه ي | ا ل آ ن | م ر ك ز | ت ج ا ر ي | ح د ي ث | و م ت ط و ر | و م ز د ح م | ي ق ع | ح و ل | خ ل ي ج | ض خ م | م ح ا ط | ب ا ل ج ب ا ل |	153600	FEMALE
405	4957295829211215830.wav	كان يطلق على الغواصات الألمانية "U-Boats"، وبرع الألمان في الملاحة بغواصاتهم وتشغيلها.	كان يطلق على الغواصات الألمانية u-boats وبرع الألمان في الملاحة بغواصاتهم وتشغيلها	ك ا ن | ي ط ل ق | ع ل ى | ا ل غ و ا ص ا ت | ا ل أ ل م ا ن ي ة | u - b o a t s | و ب ر ع | ا ل أ ل م ا ن | ف ي | ا ل م ل ا ح ة | ب غ و ا ص ا ت ه م | و ت ش غ ي ل ه ا |	148800	FEMALE
1314	14345849045122853042.wav	طالما أنكم باقون في هذه المنطقة، يمكنكم عبور الحدود بشكل عام من دون الحاجة للمرور بنقاط تفتيش جوزات السفر مرة أخرى.	طالما أنكم باقون في هذه المنطقة يمكنكم عبور الحدود بشكل عام من دون الحاجة للمرور بنقاط تفتيش جوزات السفر مرة أخرى	ط ا ل م ا | أ ن ك م | ب ا ق و ن | ف ي | ه ذ ه | ا ل م ن ط ق ة | ي م ك ن ك م | ع ب و ر | ا ل ح د و د | ب ش ك ل | ع ا م | م ن | د و ن | ا ل ح ا ج ة | ل ل م ر و ر | ب ن ق ا ط | ت ف ت ي ش | ج و ز ا ت | ا ل س ف ر | م ر ة | أ خ ر ى |	184320	FEMALE
170	1536118708552429262.wav	قال بيري بشكل خاص: "هناك بعض الأماكن في العالم المُعدة بشكل أفضل لخوض التحدي المفروض في تلك الحالة."	قال بيري بشكل خاص هناك بعض الأماكن في العالم المُعدة بشكل أفضل لخوض التحدي المفروض في تلك الحالة	ق ا ل | ب ي ر ي | ب ش ك ل | خ ا ص | ه ن ا ك | ب ع ض | ا ل أ م ا ك ن | ف ي | ا ل ع ا ل م | ا ل م ُ ع د ة | ب ش ك ل | أ ف ض ل | ل خ و ض | ا ل ت ح د ي | ا ل م ف ر و ض | ف ي | ت ل ك | ا ل ح ا ل ة |	178560	FEMALE
