1408	14937804473151608532.wav	Δημιούργησε περισσότερα από 1.000 γραμματόσημα για τη Σουηδία, καθώς και για άλλες 28 χώρες.	δημιούργησε περισσότερα από 1.000 γραμματόσημα για τη σουηδία καθώς και για άλλες 28 χώρες	δ η μ ι ο ύ ρ γ η σ ε | π ε ρ ι σ σ ό τ ε ρ α | α π ό | 1 . 0 0 0 | γ ρ α μ μ α τ ό σ η μ α | γ ι α | τ η | σ ο υ η δ ί α | κ α θ ώ ς | κ α ι | γ ι α | ά λ λ ε ς | 2 8 | χ ώ ρ ε ς |	121920	MALE
393	7926091403927575712.wav	Η Γερμανία, καθώς είχε λήξει η μάχη για τη Γαλλία, ξεκίνησε να ετοιμάζεται να εισβάλει στη Βρετανία.	η γερμανία καθώς είχε λήξει η μάχη για τη γαλλία ξεκίνησε να ετοιμάζεται να εισβάλει στη βρετανία	η | γ ε ρ μ α ν ί α | κ α θ ώ ς | ε ί χ ε | λ ή ξ ε ι | η | μ ά χ η | γ ι α | τ η | γ α λ λ ί α | ξ ε κ ί ν η σ ε | ν α | ε τ ο ι μ ά ζ ε τ α ι | ν α | ε ι σ β ά λ ε ι | σ τ η | β ρ ε τ α ν ί α |	135360	FEMALE
348	17555873902961652005.wav	«Μία από τις τζαμαρίες τελικά κατέρρευσε και άρχισαν να εξέρχονται από το κενό», δήλωσε ο επιζών Φρανκίσσεκ Κόουαλ.	«μία από τις τζαμαρίες τελικά κατέρρευσε και άρχισαν να εξέρχονται από το κενό» δήλωσε ο επιζών φρανκίσσεκ κόουαλ	« μ ί α | α π ό | τ ι ς | τ ζ α μ α ρ ί ε ς | τ ε λ ι κ ά | κ α τ έ ρ ρ ε υ σ ε | κ α ι | ά ρ χ ι σ α ν | ν α | ε ξ έ ρ χ ο ν τ α ι | α π ό | τ ο | κ ε ν ό » | δ ή λ ω σ ε | ο | ε π ι ζ ώ ν | φ ρ α ν κ ί σ σ ε κ | κ ό ο υ α λ |	193920	FEMALE
1233	4191872115662961646.wav	Η έννοια έχει τις απαρχές της στην Κίνα όπου τα άνθη δαμασκηνιάς ήταν το λουλούδι της εποχής.	η έννοια έχει τις απαρχές της στην κίνα όπου τα άνθη δαμασκηνιάς ήταν το λουλούδι της εποχής	η | έ ν ν ο ι α | έ χ ε ι | τ ι ς | α π α ρ χ έ ς | τ η ς | σ τ η ν | κ ί ν α | ό π ο υ | τ α | ά ν θ η | δ α μ α σ κ η ν ι ά ς | ή τ α ν | τ ο | λ ο υ λ ο ύ δ ι | τ η ς | ε π ο χ ή ς |	107520	FEMALE
613	11506289569076845134.wav	Η μουσική συχνά ηχογραφείται με τη χρήση εξελιγμένων υπολογιστών επεξεργασίας και μίξης του ήχου.	η μουσική συχνά ηχογραφείται με τη χρήση εξελιγμένων υπολογιστών επεξεργασίας και μίξης του ήχου	η | μ ο υ σ ι κ ή | σ υ χ ν ά | η χ ο γ ρ α φ ε ί τ α ι | μ ε | τ η | χ ρ ή σ η | ε ξ ε λ ι γ μ έ ν ω ν | υ π ο λ ο γ ι σ τ ώ ν | ε π ε ξ ε ρ γ α σ ί α ς | κ α ι | μ ί ξ η ς | τ ο υ | ή χ ο υ |	131520	FEMALE
173	2946810266737685162.wav	Αν το εύρημα επιβεβαιωθεί, τότε ολοκληρώνεται η οκταετής αναζήτηση του Άλεν για το Μουσάσι.	αν το εύρημα επιβεβαιωθεί τότε ολοκληρώνεται η οκταετής αναζήτηση του άλεν για το μουσάσι	α ν | τ ο | ε ύ ρ η μ α | ε π ι β ε β α ι ω θ ε ί | τ ό τ ε | ο λ ο κ λ η ρ ώ ν ε τ α ι | η | ο κ τ α ε τ ή ς | α ν α ζ ή τ η σ η | τ ο υ | ά λ ε ν | γ ι α | τ ο | μ ο υ σ ά σ ι |	107520	MALE
480	15111793789401060186.wav	Έτσι θα κουράσετε όσο το δυνατόν λιγότερο τον εαυτό σας. Θυμηθείτε ότι δεν χρειάζεται να πατάτε τα πλήκτρα πολύ δυνατά για να αυξήσετε την ένταση όπως στο πιάνο.	έτσι θα κουράσετε όσο το δυνατόν λιγότερο τον εαυτό σας θυμηθείτε ότι δεν χρειάζεται να πατάτε τα πλήκτρα πολύ δυνατά για να αυξήσετε την ένταση όπως στο πιάνο	έ τ σ ι | θ α | κ ο υ ρ ά σ ε τ ε | ό σ ο | τ ο | δ υ ν α τ ό ν | λ ι γ ό τ ε ρ ο | τ ο ν | ε α υ τ ό | σ α ς | θ υ μ η θ ε ί τ ε | ό τ ι | δ ε ν | χ ρ ε ι ά ζ ε τ α ι | ν α | π α τ ά τ ε | τ α | π λ ή κ τ ρ α | π ο λ ύ | δ υ ν α τ ά | γ ι α | ν α | α υ ξ ή σ ε τ ε | τ η ν | έ ν τ α σ η | ό π ω ς | σ τ ο | π ι ά ν ο |	129600	FEMALE
128	1395379607272472161.wav	Πολλοί από τους συγγραφείς τους έχουν συνεχίσει να ασκούν μεγάλη επιρροή στα σατιρικά προγράμματα ειδήσεων του Τζον Στιούαρτ και του Στίβεν Κόλμπερτ.	πολλοί από τους συγγραφείς τους έχουν συνεχίσει να ασκούν μεγάλη επιρροή στα σατιρικά προγράμματα ειδήσεων του τζον στιούαρτ και του στίβεν κόλμπερτ	π ο λ λ ο ί | α π ό | τ ο υ ς | σ υ γ γ ρ α φ ε ί ς | τ ο υ ς | έ χ ο υ ν | σ υ ν ε χ ί σ ε ι | ν α | α σ κ ο ύ ν | μ ε γ ά λ η | ε π ι ρ ρ ο ή | σ τ α | σ α τ ι ρ ι κ ά | π ρ ο γ ρ ά μ μ α τ α | ε ι δ ή σ ε ω ν | τ ο υ | τ ζ ο ν | σ τ ι ο ύ α ρ τ | κ α ι | τ ο υ | σ τ ί β ε ν | κ ό λ μ π ε ρ τ |	147840	MALE
1229	5140368061202140598.wav	Ο συμπαίκτης του Φερνάντο Αλόνσο είχε προβάδισμα στο μεγαλύτερο μέρος του αγώνα, όμως σταμάτησε να το έχει μετά το pit-stop, πιθανόν λόγω της λάθος τοποθέτησης του αριστερού μπροστινού τροχού.	ο συμπαίκτης του φερνάντο αλόνσο είχε προβάδισμα στο μεγαλύτερο μέρος του αγώνα όμως σταμάτησε να το έχει μετά το pit-stop πιθανόν λόγω της λάθος τοποθέτησης του αριστερού μπροστινού τροχού	ο | σ υ μ π α ί κ τ η ς | τ ο υ | φ ε ρ ν ά ν τ ο | α λ ό ν σ ο | ε ί χ ε | π ρ ο β ά δ ι σ μ α | σ τ ο | μ ε γ α λ ύ τ ε ρ ο | μ έ ρ ο ς | τ ο υ | α γ ώ ν α | ό μ ω ς | σ τ α μ ά τ η σ ε | ν α | τ ο | έ χ ε ι | μ ε τ ά | τ ο | p i t - s t o p | π ι θ α ν ό ν | λ ό γ ω | τ η ς | λ ά θ ο ς | τ ο π ο θ έ τ η σ η ς | τ ο υ | α ρ ι σ τ ε ρ ο ύ | μ π ρ ο σ τ ι ν ο ύ | τ ρ ο χ ο ύ |	176640	MALE
701	15648633731208093647.wav	Οι απαιτήσεις αυτές καταρτίστηκαν ώστε να επιτρέπουν την οργάνωση των μεταναστευτικών ρευμάτων ανάμεσα στις δύο χώρες.	οι απαιτήσεις αυτές καταρτίστηκαν ώστε να επιτρέπουν την οργάνωση των μεταναστευτικών ρευμάτων ανάμεσα στις δύο χώρες	ο ι | α π α ι τ ή σ ε ι ς | α υ τ έ ς | κ α τ α ρ τ ί σ τ η κ α ν | ώ σ τ ε | ν α | ε π ι τ ρ έ π ο υ ν | τ η ν | ο ρ γ ά ν ω σ η | τ ω ν | μ ε τ α ν α σ τ ε υ τ ι κ ώ ν | ρ ε υ μ ά τ ω ν | α ν ά μ ε σ α | σ τ ι ς | δ ύ ο | χ ώ ρ ε ς |	132480	MALE
1479	12110016114514848999.wav	Ο χρυσός μπορεί να σμιλευτεί σε όλα τα σχήματα. Γίνεται να διαμορφωθεί σε σχήματα ελάχιστου μεγέθους.	ο χρυσός μπορεί να σμιλευτεί σε όλα τα σχήματα γίνεται να διαμορφωθεί σε σχήματα ελάχιστου μεγέθους	ο | χ ρ υ σ ό ς | μ π ο ρ ε ί | ν α | σ μ ι λ ε υ τ ε ί | σ ε | ό λ α | τ α | σ χ ή μ α τ α | γ ί ν ε τ α ι | ν α | δ ι α μ ο ρ φ ω θ ε ί | σ ε | σ χ ή μ α τ α | ε λ ά χ ι σ τ ο υ | μ ε γ έ θ ο υ ς |	133440	FEMALE
991	7722606220317460196.wav	Οι τοίχοι και οι σκεπές στα σπήλαια πάγου μπορούν να καταρρεύσουν και τα ρήγματα να κλείσουν.	οι τοίχοι και οι σκεπές στα σπήλαια πάγου μπορούν να καταρρεύσουν και τα ρήγματα να κλείσουν	ο ι | τ ο ί χ ο ι | κ α ι | ο ι | σ κ ε π έ ς | σ τ α | σ π ή λ α ι α | π ά γ ο υ | μ π ο ρ ο ύ ν | ν α | κ α τ α ρ ρ ε ύ σ ο υ ν | κ α ι | τ α | ρ ή γ μ α τ α | ν α | κ λ ε ί σ ο υ ν |	80640	FEMALE
714	9055519034121715128.wav	Ο περισσότερος κόσμος κάνει τις κρατήσεις του πολύ νωρίτερα (καθώς τα πλοία είναι συνήθως γεμάτα κατά τη διάρκεια της τουριστικής περιόδου).	ο περισσότερος κόσμος κάνει τις κρατήσεις του πολύ νωρίτερα καθώς τα πλοία είναι συνήθως γεμάτα κατά τη διάρκεια της τουριστικής περιόδου	ο | π ε ρ ι σ σ ό τ ε ρ ο ς | κ ό σ μ ο ς | κ ά ν ε ι | τ ι ς | κ ρ α τ ή σ ε ι ς | τ ο υ | π ο λ ύ | ν ω ρ ί τ ε ρ α | κ α θ ώ ς | τ α | π λ ο ί α | ε ί ν α ι | σ υ ν ή θ ω ς | γ ε μ ά τ α | κ α τ ά | τ η | δ ι ά ρ κ ε ι α | τ η ς | τ ο υ ρ ι σ τ ι κ ή ς | π ε ρ ι ό δ ο υ |	176960	FEMALE
249	10173461413429816472.wav	Ένας ξενώνας διαλύθηκε στη Μέκκα, την ιερή πόλη του Ισλάμ, περίπου στις 10 το πρωί σήμερα.	ένας ξενώνας διαλύθηκε στη μέκκα την ιερή πόλη του ισλάμ περίπου στις 10 το πρωί σήμερα	έ ν α ς | ξ ε ν ώ ν α ς | δ ι α λ ύ θ η κ ε | σ τ η | μ έ κ κ α | τ η ν | ι ε ρ ή | π ό λ η | τ ο υ | ι σ λ ά μ | π ε ρ ί π ο υ | σ τ ι ς | 1 0 | τ ο | π ρ ω ί | σ ή μ ε ρ α |	126720	FEMALE
540	490208325508093003.wav	Έχοντας δει τη δραστηριότητα αυτή, οι Άποικοι είχαν επίσης καλέσει ενισχύσεις.	έχοντας δει τη δραστηριότητα αυτή οι άποικοι είχαν επίσης καλέσει ενισχύσεις	έ χ ο ν τ α ς | δ ε ι | τ η | δ ρ α σ τ η ρ ι ό τ η τ α | α υ τ ή | ο ι | ά π ο ι κ ο ι | ε ί χ α ν | ε π ί σ η ς | κ α λ έ σ ε ι | ε ν ι σ χ ύ σ ε ι ς |	138560	FEMALE
233	9528182039710243954.wav	Οι αρχές δεν ξέρουν προς το παρόν ποιος είναι, ωστόσο ξέρουν ότι ανήκει στην ομάδα των Ουιγούρων.	οι αρχές δεν ξέρουν προς το παρόν ποιος είναι ωστόσο ξέρουν ότι ανήκει στην ομάδα των ουιγούρων	ο ι | α ρ χ έ ς | δ ε ν | ξ έ ρ ο υ ν | π ρ ο ς | τ ο | π α ρ ό ν | π ο ι ο ς | ε ί ν α ι | ω σ τ ό σ ο | ξ έ ρ ο υ ν | ό τ ι | α ν ή κ ε ι | σ τ η ν | ο μ ά δ α | τ ω ν | ο υ ι γ ο ύ ρ ω ν |	149760	FEMALE
908	7178554835224882463.wav	Συχνά δίνουν περισσότερη ευρυζωνικότητα και πιο χρήσιμες υπηρεσίες. Είναι κωδικοποιημένα και επομένως δεν θα μπορούν άλλοι να τα βρουν άνετα.	συχνά δίνουν περισσότερη ευρυζωνικότητα και πιο χρήσιμες υπηρεσίες είναι κωδικοποιημένα και επομένως δεν θα μπορούν άλλοι να τα βρουν άνετα	σ υ χ ν ά | δ ί ν ο υ ν | π ε ρ ι σ σ ό τ ε ρ η | ε υ ρ υ ζ ω ν ι κ ό τ η τ α | κ α ι | π ι ο | χ ρ ή σ ι μ ε ς | υ π η ρ ε σ ί ε ς | ε ί ν α ι | κ ω δ ι κ ο π ο ι η μ έ ν α | κ α ι | ε π ο μ έ ν ω ς | δ ε ν | θ α | μ π ο ρ ο ύ ν | ά λ λ ο ι | ν α | τ α | β ρ ο υ ν | ά ν ε τ α |	135360	FEMALE
1092	18187102456849486840.wav	Παρουσιάζει αξιοσημείωτη ποικιλία σε ό,τι αφορά τις φυτικές κοινότητες χάρη στα διαφορα μικροκλίματα, την ποικιλομορφία των εδαφών και τα διαφορετικά υψόμετρα.	παρουσιάζει αξιοσημείωτη ποικιλία σε ό,τι αφορά τις φυτικές κοινότητες χάρη στα διαφορα μικροκλίματα την ποικιλομορφία των εδαφών και τα διαφορετικά υψόμετρα	π α ρ ο υ σ ι ά ζ ε ι | α ξ ι ο σ η μ ε ί ω τ η | π ο ι κ ι λ ί α | σ ε | ό , τ ι | α φ ο ρ ά | τ ι ς | φ υ τ ι κ έ ς | κ ο ι ν ό τ η τ ε ς | χ ά ρ η | σ τ α | δ ι α φ ο ρ α | μ ι κ ρ ο κ λ ί μ α τ α | τ η ν | π ο ι κ ι λ ο μ ο ρ φ ί α | τ ω ν | ε δ α φ ώ ν | κ α ι | τ α | δ ι α φ ο ρ ε τ ι κ ά | υ ψ ό μ ε τ ρ α |	230400	FEMALE
1064	13513798283530275607.wav	Ακύρωσαν την περιοδεία έπειτα από τον τραυματισμό του επικεφαλής τραγουδιστή, Στίβεν Τάιλερ, ο οποίος έπεσε από τη σκηνή κατά τη διάρκεια της ερμηνείας του την 5η Αυγούστου.	ακύρωσαν την περιοδεία έπειτα από τον τραυματισμό του επικεφαλής τραγουδιστή στίβεν τάιλερ ο οποίος έπεσε από τη σκηνή κατά τη διάρκεια της ερμηνείας του την 5η αυγούστου	α κ ύ ρ ω σ α ν | τ η ν | π ε ρ ι ο δ ε ί α | έ π ε ι τ α | α π ό | τ ο ν | τ ρ α υ μ α τ ι σ μ ό | τ ο υ | ε π ι κ ε φ α λ ή ς | τ ρ α γ ο υ δ ι σ τ ή | σ τ ί β ε ν | τ ά ι λ ε ρ | ο | ο π ο ί ο ς | έ π ε σ ε | α π ό | τ η | σ κ η ν ή | κ α τ ά | τ η | δ ι ά ρ κ ε ι α | τ η ς | ε ρ μ η ν ε ί α ς | τ ο υ | τ η ν | 5 η | α υ γ ο ύ σ τ ο υ |	218880	MALE
633	2291628219767151653.wav	Για παράδειγμα, αν δείτε κάποιον να σπάει το παράθυρο ενός αυτοκινήτου, κατά πάσα πιθανότητα θα υποθέσετε ότι επιχειρούσε να κλέψει ένα ξένο αυτοκίνητο.	για παράδειγμα αν δείτε κάποιον να σπάει το παράθυρο ενός αυτοκινήτου κατά πάσα πιθανότητα θα υποθέσετε ότι επιχειρούσε να κλέψει ένα ξένο αυτοκίνητο	γ ι α | π α ρ ά δ ε ι γ μ α | α ν | δ ε ί τ ε | κ ά π ο ι ο ν | ν α | σ π ά ε ι | τ ο | π α ρ ά θ υ ρ ο | ε ν ό ς | α υ τ ο κ ι ν ή τ ο υ | κ α τ ά | π ά σ α | π ι θ α ν ό τ η τ α | θ α | υ π ο θ έ σ ε τ ε | ό τ ι | ε π ι χ ε ι ρ ο ύ σ ε | ν α | κ λ έ ψ ε ι | έ ν α | ξ έ ν ο | α υ τ ο κ ί ν η τ ο |	171520	FEMALE
1258	165279571354142711.wav	Τον προηγούμενο μήνα μια προεδρική επιτροπή πρότεινε την προηγούμενη παραίτηση του Προσωρινού Εκλογικού Συμβουλίου ως μέρος ενός πακέτου μέτρων για να οδηγηθεί η χώρα σε νέες εκλογές.	τον προηγούμενο μήνα μια προεδρική επιτροπή πρότεινε την προηγούμενη παραίτηση του προσωρινού εκλογικού συμβουλίου ως μέρος ενός πακέτου μέτρων για να οδηγηθεί η χώρα σε νέες εκλογές	τ ο ν | π ρ ο η γ ο ύ μ ε ν ο | μ ή ν α | μ ι α | π ρ ο ε δ ρ ι κ ή | ε π ι τ ρ ο π ή | π ρ ό τ ε ι ν ε | τ η ν | π ρ ο η γ ο ύ μ ε ν η | π α ρ α ί τ η σ η | τ ο υ | π ρ ο σ ω ρ ι ν ο ύ | ε κ λ ο γ ι κ ο ύ | σ υ μ β ο υ λ ί ο υ | ω ς | μ έ ρ ο ς | ε ν ό ς | π α κ έ τ ο υ | μ έ τ ρ ω ν | γ ι α | ν α | ο δ η γ η θ ε ί | η | χ ώ ρ α | σ ε | ν έ ε ς | ε κ λ ο γ έ ς |	234240	MALE
