1039	303579745687635629.wav	Այն ինչ ես ասում եմ մարդկանց սա է՝ վերաբերվեք մեզ այնպես, ինչպես մենք ենք ձեզ վերաբերվում։	այն ինչ ես ասում եմ մարդկանց սա է վերաբերվեք մեզ այնպես ինչպես մենք ենք ձեզ վերաբերվում	ա յ ն | ի ն չ | ե ս | ա ս ո ւ մ | ե մ | մ ա ր դ կ ա ն ց | ս ա | է | վ ե ր ա բ ե ր վ ե ք | մ ե զ | ա յ ն պ ե ս | ի ն չ պ ե ս | մ ե ն ք | ե ն ք | ձ ե զ | վ ե ր ա բ ե ր վ ո ւ մ |	139200	MALE
297	18063287320273769032.wav	100 մետրանոց նավը ճանապարհին պետք է վերցներ պարարտանյութի իր սովորական բեռը, և ի սկզբանե պաշտոնյաները մտավախություն ունեին, որ նավը կարող էր թափել որևէ բեռ:	100 մետրանոց նավը ճանապարհին պետք է վերցներ պարարտանյութի իր սովորական բեռը և ի սկզբանե պաշտոնյաները մտավախություն ունեին որ նավը կարող էր թափել որևէ բեռ	1 0 0 | մ ե տ ր ա ն ո ց | ն ա վ ը | ճ ա ն ա պ ա ր հ ի ն | պ ե տ ք | է | վ ե ր ց ն ե ր | պ ա ր ա ր տ ա ն յ ո ւ թ ի | ի ր | ս ո վ ո ր ա կ ա ն | բ ե ռ ը | և | ի | ս կ զ բ ա ն ե | պ ա շ տ ո ն յ ա ն ե ր ը | մ տ ա վ ա խ ո ւ թ յ ո ւ ն | ո ւ ն ե ի ն | ո ր | ն ա վ ը | կ ա ր ո ղ | է ր | թ ա փ ե լ | ո ր և է | բ ե ռ |	192960	FEMALE
1228	8487590985807130318.wav	Սա Օլ Բլեքսի վերջին խաղն էր, որն արդեն հաղթել էր գավաթը երկու շաբաթ առաջ:	սա օլ բլեքսի վերջին խաղն էր որն արդեն հաղթել էր գավաթը երկու շաբաթ առաջ	ս ա | օ լ | բ լ ե ք ս ի | վ ե ր ջ ի ն | խ ա ղ ն | է ր | ո ր ն | ա ր դ ե ն | հ ա ղ թ ե լ | է ր | գ ա վ ա թ ը | ե ր կ ո ւ | շ ա բ ա թ | ա ռ ա ջ |	93120	MALE
343	2866655096265592533.wav	Մենք ունենք ողջ տարին տևող ֆինանսական ճգնաժամ, որն ունեցել է իր ամենասուր շրջանը վերջին երկու ամսում, և ես կարծում եմ, որ հիմա ֆինանսական շուկաներն սկսում են վերականգնվել»։	մենք ունենք ողջ տարին տևող ֆինանսական ճգնաժամ որն ունեցել է իր ամենասուր շրջանը վերջին երկու ամսում և ես կարծում եմ որ հիմա ֆինանսական շուկաներն սկսում են վերականգնվել	մ ե ն ք | ո ւ ն ե ն ք | ո ղ ջ | տ ա ր ի ն | տ և ո ղ | ֆ ի ն ա ն ս ա կ ա ն | ճ գ ն ա ժ ա մ | ո ր ն | ո ւ ն ե ց ե լ | է | ի ր | ա մ ե ն ա ս ո ւ ր | շ ր ջ ա ն ը | վ ե ր ջ ի ն | ե ր կ ո ւ | ա մ ս ո ւ մ | և | ե ս | կ ա ր ծ ո ւ մ | ե մ | ո ր | հ ի մ ա | ֆ ի ն ա ն ս ա կ ա ն | շ ո ւ կ ա ն ե ր ն | ս կ ս ո ւ մ | ե ն | վ ե ր ա կ ա ն գ ն վ ե լ |	222720	MALE
145	3507473853807056190.wav	Դա նշանակում է, որ ամեն ինչ պետք է հետ վերադարձվի»,- նշեց Բերհեյն Ասֆոուն, որը Տեկտոնական Հովտի ուսումնասիրությունների ծառայության հետազոտողը և ուսումնասիրության համահեղինակն է:	դա նշանակում է որ ամեն ինչ պետք է հետ վերադարձվի»,- նշեց բերհեյն ասֆոուն որը տեկտոնական հովտի ուսումնասիրությունների ծառայության հետազոտողը և ուսումնասիրության համահեղինակն է:	դ ա | ն շ ա ն ա կ ո ւ մ | է | ո ր | ա մ ե ն | ի ն չ | պ ե տ ք | է | հ ե տ | վ ե ր ա դ ա ր ձ վ ի » , - | ն շ ե ց | բ ե ր հ ե յ ն | ա ս ֆ ո ո ւ ն | ո ր ը | տ ե կ տ ո ն ա կ ա ն | հ ո վ տ ի | ո ւ ս ո ւ մ ն ա ս ի ր ո ւ թ յ ո ւ ն ն ե ր ի | ծ ա ռ ա յ ո ւ թ յ ա ն | հ ե տ ա զ ո տ ո ղ ը | և | ո ւ ս ո ւ մ ն ա ս ի ր ո ւ թ յ ա ն | հ ա մ ա հ ե ղ ի ն ա կ ն | է : |	206400	MALE
518	14369461373968570821.wav	Շիմպանզեի ձեռքը և ոտքը նույն չափսն ու երկարությունն ունեն, ինչը ծնկներով քայլելիս արտացոլում է ձեռքի օգտագործումը ծանրությունը պահելու համար:	շիմպանզեի ձեռքը և ոտքը նույն չափսն ու երկարությունն ունեն ինչը ծնկներով քայլելիս արտացոլում է ձեռքի օգտագործումը ծանրությունը պահելու համար	շ ի մ պ ա ն զ ե ի | ձ ե ռ ք ը | և | ո տ ք ը | ն ո ւ յ ն | չ ա փ ս ն | ո ւ | ե ր կ ա ր ո ւ թ յ ո ւ ն ն | ո ւ ն ե ն | ի ն չ ը | ծ ն կ ն ե ր ո վ | ք ա յ լ ե լ ի ս | ա ր տ ա ց ո լ ո ւ մ | է | ձ ե ռ ք ի | օ գ տ ա գ ո ր ծ ո ւ մ ը | ծ ա ն ր ո ւ թ յ ո ւ ն ը | պ ա հ ե լ ո ւ | հ ա մ ա ր |	185280	FEMALE
732	15867181948468842264.wav	Նրանց համար, ովքեր հաճույք են ստանում բացօդյա գործողություններից, «Ծովից դեպի երկնային միջանցք» արշավն անհրաժեշտություն է:	նրանց համար ովքեր հաճույք են ստանում բացօդյա գործողություններից ծովից դեպի երկնային միջանցք արշավն անհրաժեշտություն է	ն ր ա ն ց | հ ա մ ա ր | ո վ ք ե ր | հ ա ճ ո ւ յ ք | ե ն | ս տ ա ն ո ւ մ | բ ա ց օ դ յ ա | գ ո ր ծ ո ղ ո ւ թ յ ո ւ ն ն ե ր ի ց | ծ ո վ ի ց | դ ե պ ի | ե ր կ ն ա յ ի ն | մ ի ջ ա ն ց ք | ա ր շ ա վ ն | ա ն հ ր ա ժ ե շ տ ո ւ թ յ ո ւ ն | է |	168960	MALE
1432	1146770537235196376.wav	Այնտեղ նրանք գտան 53-ամյա Սառոջա Բալասուբրամանյանի մարմինը՝ ծածկված արյունոտ սավաններով։	այնտեղ նրանք գտան 53-ամյա սառոջա բալասուբրամանյանի մարմինը ծածկված արյունոտ սավաններով	ա յ ն տ ե ղ | ն ր ա ն ք | գ տ ա ն | 5 3 - ա մ յ ա | ս ա ռ ո ջ ա | բ ա լ ա ս ո ւ բ ր ա մ ա ն յ ա ն ի | մ ա ր մ ի ն ը | ծ ա ծ կ վ ա ծ | ա ր յ ո ւ ն ո տ | ս ա վ ա ն ն ե ր ո վ |	205440	FEMALE
1243	13674738184262399105.wav	Չնայած որ չկար ցունամիի ոչ մի սպառնալիք, բնակիչներն սկսեցին խուճապի մատնվել ու սկսեցին լքել իրենց աշխատավայրերը և տները։	չնայած որ չկար ցունամիի ոչ մի սպառնալիք բնակիչներն սկսեցին խուճապի մատնվել ու սկսեցին լքել իրենց աշխատավայրերը և տները	չ ն ա յ ա ծ | ո ր | չ կ ա ր | ց ո ւ ն ա մ ի ի | ո չ | մ ի | ս պ ա ռ ն ա լ ի ք | բ ն ա կ ի չ ն ե ր ն | ս կ ս ե ց ի ն | խ ո ւ ճ ա պ ի | մ ա տ ն վ ե լ | ո ւ | ս կ ս ե ց ի ն | լ ք ե լ | ի ր ե ն ց | ա շ խ ա տ ա վ ա յ ր ե ր ը | և | տ ն ե ր ը |	163200	FEMALE
419	10012570916552019703.wav	Ըստ հաշվարկների խոսողների թիվը 340 միլիոնից մինչև 500 միլիոն է և ավելի քան 800 միլիոն մարդ կարող է հասկանալ լեզուն:	ըստ հաշվարկների խոսողների թիվը 340 միլիոնից մինչև 500 միլիոն է և ավելի քան 800 միլիոն մարդ կարող է հասկանալ լեզուն	ը ս տ | հ ա շ վ ա ր կ ն ե ր ի | խ ո ս ո ղ ն ե ր ի | թ ի վ ը | 3 4 0 | մ ի լ ի ո ն ի ց | մ ի ն չ և | 5 0 0 | մ ի լ ի ո ն | է | և | ա վ ե լ ի | ք ա ն | 8 0 0 | մ ի լ ի ո ն | մ ա ր դ | կ ա ր ո ղ | է | հ ա ս կ ա ն ա լ | լ ե զ ո ւ ն |	172800	MALE
908	15779870514399893755.wav	Դրանք սովորաբար առաջարկում են ավելի բարձր թողունակություն և սպասարկման ավելի լավ որակ: Դրանք գաղտնագրված են, և հետևաբար ավելի բարդ է լրտեսել դրանց:	դրանք սովորաբար առաջարկում են ավելի բարձր թողունակություն և սպասարկման ավելի լավ որակ դրանք գաղտնագրված են և հետևաբար ավելի բարդ է լրտեսել դրանց	դ ր ա ն ք | ս ո վ ո ր ա բ ա ր | ա ռ ա ջ ա ր կ ո ւ մ | ե ն | ա վ ե լ ի | բ ա ր ձ ր | թ ո ղ ո ւ ն ա կ ո ւ թ յ ո ւ ն | և | ս պ ա ս ա ր կ մ ա ն | ա վ ե լ ի | լ ա վ | ո ր ա կ | դ ր ա ն ք | գ ա ղ տ ն ա գ ր վ ա ծ | ե ն | և | հ ե տ և ա բ ա ր | ա վ ե լ ի | բ ա ր դ | է | լ ր տ ե ս ե լ | դ ր ա ն ց |	153600	MALE
1442	14422779185454439647.wav	Ենթամշակույթները կարող են լինել տարբեր` տարիքի, էթնիկ պատկանելիության, դասի, գտնվելու վայրի և (կամ) անդամների սեռի պատճառով:	ենթամշակույթները կարող են լինել տարբեր` տարիքի էթնիկ պատկանելիության դասի գտնվելու վայրի և կամ անդամների սեռի պատճառով:	ե ն թ ա մ շ ա կ ո ւ յ թ ն ե ր ը | կ ա ր ո ղ | ե ն | լ ի ն ե լ | տ ա ր բ ե ր ` | տ ա ր ի ք ի | է թ ն ի կ | պ ա տ կ ա ն ե լ ի ո ւ թ յ ա ն | դ ա ս ի | գ տ ն վ ե լ ո ւ | վ ա յ ր ի | և | կ ա մ | ա ն դ ա մ ն ե ր ի | ս ե ռ ի | պ ա տ ճ ա ռ ո վ : |	158400	MALE
1281	570242817935564122.wav	Հոկուրիկու էլէկտրացանցեր Ընկերությունը տեղեկացրել է, որ երկրաշարժը ոչ մի հետևանք չի ունեցել, և որ իր Շիկա ատոմակայանի N1 և N2 ռեակտորներն անջատվել են:	հոկուրիկու էլէկտրացանցեր ընկերությունը տեղեկացրել է որ երկրաշարժը ոչ մի հետևանք չի ունեցել և որ իր շիկա ատոմակայանի n1 և n2 ռեակտորներն անջատվել են	հ ո կ ո ւ ր ի կ ո ւ | է լ է կ տ ր ա ց ա ն ց ե ր | ը ն կ ե ր ո ւ թ յ ո ւ ն ը | տ ե ղ ե կ ա ց ր ե լ | է | ո ր | ե ր կ ր ա շ ա ր ժ ը | ո չ | մ ի | հ ե տ և ա ն ք | չ ի | ո ւ ն ե ց ե լ | և | ո ր | ի ր | շ ի կ ա | ա տ ո մ ա կ ա յ ա ն ի | n 1 | և | n 2 | ռ ե ա կ տ ո ր ն ե ր ն | ա ն ջ ա տ վ ե լ | ե ն |	248640	MALE
561	648885828713069151.wav	Զոհին ստուգելու համար, դուք նախ պետք է ուսումնասիրեք դեպքի վայրը՝ ձեր անվտանգությունն ապահովելու համար:	զոհին ստուգելու համար դուք նախ պետք է ուսումնասիրեք դեպքի վայրը ձեր անվտանգությունն ապահովելու համար	զ ո հ ի ն | ս տ ո ւ գ ե լ ո ւ | հ ա մ ա ր | դ ո ւ ք | ն ա խ | պ ե տ ք | է | ո ւ ս ո ւ մ ն ա ս ի ր ե ք | դ ե պ ք ի | վ ա յ ր ը | ձ ե ր | ա ն վ տ ա ն գ ո ւ թ յ ո ւ ն ն | ա պ ա հ ո վ ե լ ո ւ | հ ա մ ա ր |	119040	MALE
597	1036254757422023257.wav	Բջիջ բառը ծագում է լատիներեն չելլա բառից, որը նշանակում է փոքրիկ սենյակ։	բջիջ բառը ծագում է լատիներեն չելլա բառից որը նշանակում է փոքրիկ սենյակ	բ ջ ի ջ | բ ա ռ ը | ծ ա գ ո ւ մ | է | լ ա տ ի ն ե ր ե ն | չ ե լ լ ա | բ ա ռ ի ց | ո ր ը | ն շ ա ն ա կ ո ւ մ | է | փ ո ք ր ի կ | ս ե ն յ ա կ |	173760	FEMALE
551	12663969089735612598.wav	Ձմռանը որոշ արգելարշավներ՝ համակցված մարմնի վերին մասի մարմնամարզությամբ, վազքի մրցաշրջանի լավագույն պատրաստումն են համարվում։	ձմռանը որոշ արգելարշավներ համակցված մարմնի վերին մասի մարմնամարզությամբ վազքի մրցաշրջանի լավագույն պատրաստումն են համարվում	ձ մ ռ ա ն ը | ո ր ո շ | ա ր գ ե լ ա ր շ ա վ ն ե ր | հ ա մ ա կ ց վ ա ծ | մ ա ր մ ն ի | վ ե ր ի ն | մ ա ս ի | մ ա ր մ ն ա մ ա ր զ ո ւ թ յ ա մ բ | վ ա զ ք ի | մ ր ց ա շ ր ջ ա ն ի | լ ա վ ա գ ո ւ յ ն | պ ա տ ր ա ս տ ո ւ մ ն | ե ն | հ ա մ ա ր վ ո ւ մ |	174720	FEMALE
374	389828827787557729.wav	Ինչպե՞ս կարող է Իոյի ձգողականությունը քաշել ինձ: Եթե կանգնեք Իոյի մակերեսին, ավելի քիչ քաշ կունենաք, քան կշռում եք Երկրի վրա:	ինչպես կարող է իոյի ձգողականությունը քաշել ինձ եթե կանգնեք իոյի մակերեսին ավելի քիչ քաշ կունենաք քան կշռում եք երկրի վրա	ի ն չ պ ե ս | կ ա ր ո ղ | է | ի ո յ ի | ձ գ ո ղ ա կ ա ն ո ւ թ յ ո ւ ն ը | ք ա շ ե լ | ի ն ձ | ե թ ե | կ ա ն գ ն ե ք | ի ո յ ի | մ ա կ ե ր ե ս ի ն | ա վ ե լ ի | ք ի չ | ք ա շ | կ ո ւ ն ե ն ա ք | ք ա ն | կ շ ռ ո ւ մ | ե ք | ե ր կ ր ի | վ ր ա |	195840	MALE
288	5111527323590236568.wav	Կենդանիների հանդեպ դաժանության դեմ պայքարի թագավորական կազմակերպության Հարավային Ուելսի նոր գլխավոր տեսուչ Դեյվիդ Օ'Շեննըսին պատմեց Էյ-Բի-Սի-ին, որ սպանդանոցների վերահսկողությունը և ստուգումները պետք է սովորական բնույթ կրեն Ավստրալիայում։	կենդանիների հանդեպ դաժանության դեմ պայքարի թագավորական կազմակերպության հարավային ուելսի նոր գլխավոր տեսուչ դեյվիդ օ'շեննըսին պատմեց էյ-բի-սի-ին որ սպանդանոցների վերահսկողությունը և ստուգումները պետք է սովորական բնույթ կրեն ավստրալիայում	կ ե ն դ ա ն ի ն ե ր ի | հ ա ն դ ե պ | դ ա ժ ա ն ո ւ թ յ ա ն | դ ե մ | պ ա յ ք ա ր ի | թ ա գ ա վ ո ր ա կ ա ն | կ ա զ մ ա կ ե ր պ ո ւ թ յ ա ն | հ ա ր ա վ ա յ ի ն | ո ւ ե լ ս ի | ն ո ր | գ լ խ ա վ ո ր | տ ե ս ո ւ չ | դ ե յ վ ի դ | օ ' շ ե ն ն ը ս ի ն | պ ա տ մ ե ց | է յ - բ ի - ս ի - ի ն | ո ր | ս պ ա ն դ ա ն ո ց ն ե ր ի | վ ե ր ա հ ս կ ո ղ ո ւ թ յ ո ւ ն ը | և | ս տ ո ւ գ ո ւ մ ն ե ր ը | պ ե տ ք | է | ս ո վ ո ր ա կ ա ն | բ ն ո ւ յ թ | կ ր ե ն | ա վ ս տ ր ա լ ի ա յ ո ւ մ |	316800	MALE
433	2754834687835430854.wav	Լյուքսեմբուրգը երկարամյա պատմություն ունի, սակայն իր անկախությունը ձեռք է բերել 1839 թվականին:	լյուքսեմբուրգը երկարամյա պատմություն ունի սակայն իր անկախությունը ձեռք է բերել 1839 թվականին	լ յ ո ւ ք ս ե մ բ ո ւ ր գ ը | ե ր կ ա ր ա մ յ ա | պ ա տ մ ո ւ թ յ ո ւ ն | ո ւ ն ի | ս ա կ ա յ ն | ի ր | ա ն կ ա խ ո ւ թ յ ո ւ ն ը | ձ ե ռ ք | է | բ ե ր ե լ | 1 8 3 9 | թ վ ա կ ա ն ի ն |	121920	FEMALE
722	3568900137743819112.wav	Կղզին սկզբում բնակեցված էր տայիններով և կարիբներով: Կարիբները արավական լեզվով խոսող մարդիկ էին, ովքեր բնակվել էին այդտեղ Ք.ծ.հ. շուրջ 10 000 թ.-ին:	կղզին սկզբում բնակեցված էր տայիններով և կարիբներով: կարիբները արավական լեզվով խոսող մարդիկ էին ովքեր բնակվել էին այդտեղ ք.ծ.հ. շուրջ 10 000 թ.-ին:	կ ղ զ ի ն | ս կ զ բ ո ւ մ | բ ն ա կ ե ց վ ա ծ | է ր | տ ա յ ի ն ն ե ր ո վ | և | կ ա ր ի բ ն ե ր ո վ : | կ ա ր ի բ ն ե ր ը | ա ր ա վ ա կ ա ն | լ ե զ վ ո վ | խ ո ս ո ղ | մ ա ր դ ի կ | է ի ն | ո վ ք ե ր | բ ն ա կ վ ե լ | է ի ն | ա յ դ տ ե ղ | ք . ծ . հ . | շ ո ւ ր ջ | 1 0 | 0 0 0 | թ . - ի ն : |	216000	FEMALE
363	6791206113861629093.wav	Հարյուրավոր ժամեր գործելուց հետո, լամպի թելը վերջիվերջո վառվում է և լամպն այևս չի աշխատում:	հարյուրավոր ժամեր գործելուց հետո լամպի թելը վերջիվերջո վառվում է և լամպն այևս չի աշխատում	հ ա ր յ ո ւ ր ա վ ո ր | ժ ա մ ե ր | գ ո ր ծ ե լ ո ւ ց | հ ե տ ո | լ ա մ պ ի | թ ե լ ը | վ ե ր ջ ի վ ե ր ջ ո | վ ա ռ վ ո ւ մ | է | և | լ ա մ պ ն | ա յ և ս | չ ի | ա շ խ ա տ ո ւ մ |	156480	MALE
546	5008069342669560168.wav	Գեներալ Ջոն Քեդվոլդերը պետք է սկսեր դիվերսիոն հարձակում բրիտանական կայազորի դեմ Բորդենթաունում, որպեսզի արգելափակեր ցանկացած ամրություններ:	գեներալ ջոն քեդվոլդերը պետք է սկսեր դիվերսիոն հարձակում բրիտանական կայազորի դեմ բորդենթաունում որպեսզի արգելափակեր ցանկացած ամրություններ	գ ե ն ե ր ա լ | ջ ո ն | ք ե դ վ ո լ դ ե ր ը | պ ե տ ք | է | ս կ ս ե ր | դ ի վ ե ր ս ի ո ն | հ ա ր ձ ա կ ո ւ մ | բ ր ի տ ա ն ա կ ա ն | կ ա յ ա զ ո ր ի | դ ե մ | բ ո ր դ ե ն թ ա ո ւ ն ո ւ մ | ո ր պ ե ս զ ի | ա ր գ ե լ ա փ ա կ ե ր | ց ա ն կ ա ց ա ծ | ա մ ր ո ւ թ յ ո ւ ն ն ե ր |	161280	FEMALE
