456	4136832718535352191.wav	اهو مسئلو گهٽ ٿيندو پيو وڃي ڇو تہ لينس ٺاهيندڙ لينس جي پئداوار ۾ اعليٰ معيار حاصل ڪن ٿا.	اهو مسئلو گهٽ ٿيندو پيو وڃي ڇو تہ لينس ٺاهيندڙ لينس جي پئداوار ۾ اعليٰ معيار حاصل ڪن ٿا	ا ه و | م س ئ ل و | گ ه ٽ | ٿ ي ن د و | پ ي و | و ڃ ي | ڇ و | ت ہ | ل ي ن س | ٺ ا ه ي ن د ڙ | ل ي ن س | ج ي | پ ئ د ا و ا ر | ۾ | ا ع ل ي ٰ | م ع ي ا ر | ح ا ص ل | ڪ ن | ٿ ا |	109440	FEMALE
187	1728212836056536213.wav	سولڊ-آئوٽ-ڪرائوڊ کي شو ڏيکارڻ لاءِ بينڊ کي مسوري مان کڻي سڪس فليگس سينٽ لوئس ڏانهن رواني ٿي.	سولڊ-آئوٽ-ڪرائوڊ کي شو ڏيکارڻ لاءِ بينڊ کي مسوري مان کڻي سڪس فليگس سينٽ لوئس ڏانهن رواني ٿي	س و ل ڊ - آ ئ و ٽ - ڪ ر ا ئ و ڊ | ک ي | ش و | ڏ ي ک ا ر ڻ | ل ا ء ِ | ب ي ن ڊ | ک ي | م س و ر ي | م ا ن | ک ڻ ي | س ڪ س | ف ل ي گ س | س ي ن ٽ | ل و ئ س | ڏ ا ن ه ن | ر و ا ن ي | ٿ ي |	220800	FEMALE
698	3643819420120645507.wav	يروشلم ۾ ڪيتريون ئي تاريخي، آثارياتي، ۽ ثقافتي سائيٽون آهن، ان سان گڏوگڏ پرجوش ۽ ماڻهن سان ڀريل شاپنگ سينٽر، ڪيفي، ۽ ريسٽورينٽ آهن.	يروشلم ۾ ڪيتريون ئي تاريخي آثارياتي ۽ ثقافتي سائيٽون آهن ان سان گڏوگڏ پرجوش ۽ ماڻهن سان ڀريل شاپنگ سينٽر ڪيفي ۽ ريسٽورينٽ آهن	ي ر و ش ل م | ۾ | ڪ ي ت ر ي و ن | ئ ي | ت ا ر ي خ ي | آ ث ا ر ي ا ت ي | ۽ | ث ق ا ف ت ي | س ا ئ ي ٽ و ن | آ ه ن | ا ن | س ا ن | گ ڏ و گ ڏ | پ ر ج و ش | ۽ | م ا ڻ ه ن | س ا ن | ڀ ر ي ل | ش ا پ ن گ | س ي ن ٽ ر | ڪ ي ف ي | ۽ | ر ي س ٽ و ر ي ن ٽ | آ ه ن |	190080	FEMALE
1103	17537133928220342297.wav	پنجين ماڻهو جي مٿي تي نشانو لڳائيندي يوڪا جو هٿيار ناڪام ٿي ويو. شنائيدر کي مسلسل سور آهي، هڪ اک سان انڌو، کوپڙي جو هڪ حصو غائب ۽ ٽائيٽينيم سان ٻيهر جوڙيل چهرو.	پنجين ماڻهو جي مٿي تي نشانو لڳائيندي يوڪا جو هٿيار ناڪام ٿي ويو شنائيدر کي مسلسل سور آهي هڪ اک سان انڌو کوپڙي جو هڪ حصو غائب ۽ ٽائيٽينيم سان ٻيهر جوڙيل چهرو	پ ن ج ي ن | م ا ڻ ه و | ج ي | م ٿ ي | ت ي | ن ش ا ن و | ل ڳ ا ئ ي ن د ي | ي و ڪ ا | ج و | ه ٿ ي ا ر | ن ا ڪ ا م | ٿ ي | و ي و | ش ن ا ئ ي د ر | ک ي | م س ل س ل | س و ر | آ ه ي | ه ڪ | ا ک | س ا ن | ا ن ڌ و | ک و پ ڙ ي | ج و | ه ڪ | ح ص و | غ ا ئ ب | ۽ | ٽ ا ئ ي ٽ ي ن ي م | س ا ن | ٻ ي ه ر | ج و ڙ ي ل | چ ه ر و |	343680	MALE
1177	12801996358076345310.wav	اڄ ٽمبڪتو هڪ غريب شهر آهي پر ان جي باوجود هن جي شهرت هن کي سياحت لاءِ پسنديده بڻائي رکيو آهي ۽ کيس هڪ هوائي اڏو پڻ آهي.	اڄ ٽمبڪتو هڪ غريب شهر آهي پر ان جي باوجود هن جي شهرت هن کي سياحت لاءِ پسنديده بڻائي رکيو آهي ۽ کيس هڪ هوائي اڏو پڻ آهي	ا ڄ | ٽ م ب ڪ ت و | ه ڪ | غ ر ي ب | ش ه ر | آ ه ي | پ ر | ا ن | ج ي | ب ا و ج و د | ه ن | ج ي | ش ه ر ت | ه ن | ک ي | س ي ا ح ت | ل ا ء ِ | پ س ن د ي د ه | ب ڻ ا ئ ي | ر ک ي و | آ ه ي | ۽ | ک ي س | ه ڪ | ه و ا ئ ي | ا ڏ و | پ ڻ | آ ه ي |	188160	MALE
1434	944281923311345017.wav	پوءِ مليل رپورٽن موجب جهاز کي بم جي ڌمڪي ملي ۽ واپس افغانستان روانو ڪيو ويو هو، جيڪو قندهار ۾ لٿو.	پوءِ مليل رپورٽن موجب جهاز کي بم جي ڌمڪي ملي ۽ واپس افغانستان روانو ڪيو ويو هو جيڪو قندهار ۾ لٿو	پ و ء ِ | م ل ي ل | ر پ و ر ٽ ن | م و ج ب | ج ه ا ز | ک ي | ب م | ج ي | ڌ م ڪ ي | م ل ي | ۽ | و ا پ س | ا ف غ ا ن س ت ا ن | ر و ا ن و | ڪ ي و | و ي و | ه و | ج ي ڪ و | ق ن د ه ا ر | ۾ | ل ٿ و |	170880	FEMALE
221	16672443213305419855.wav	هِن جي راين باوجود، هِن چيو ته هُو لنڊن ۾ منعقد ٿيندڙ 2012 جي اولمپڪس ۾ برطانوي حريفن جي حمايت ڪندو.	هِن جي راين باوجود هِن چيو ته هُو لنڊن ۾ منعقد ٿيندڙ 2012 جي اولمپڪس ۾ برطانوي حريفن جي حمايت ڪندو	ه ِ ن | ج ي | ر ا ي ن | ب ا و ج و د | ه ِ ن | چ ي و | ت ه | ه ُ و | ل ن ڊ ن | ۾ | م ن ع ق د | ٿ ي ن د ڙ | 2 0 1 2 | ج ي | ا و ل م پ ڪ س | ۾ | ب ر ط ا ن و ي | ح ر ي ف ن | ج ي | ح م ا ي ت | ڪ ن د و |	175680	FEMALE
1216	5994667093628622745.wav	نارٿ شور ساحل (نارٿ هاربر ڊسٽرڪٽ) پئسيفڪ سمنڊ تي آهن ۽ اتر ۾ لانگ بي کان ڏکڻ ۾ ڊيون پورٽ تائين پکڙيل آهي.	نارٿ شور ساحل نارٿ هاربر ڊسٽرڪٽ پئسيفڪ سمنڊ تي آهن ۽ اتر ۾ لانگ بي کان ڏکڻ ۾ ڊيون پورٽ تائين پکڙيل آهي	ن ا ر ٿ | ش و ر | س ا ح ل | ن ا ر ٿ | ه ا ر ب ر | ڊ س ٽ ر ڪ ٽ | پ ئ س ي ف ڪ | س م ن ڊ | ت ي | آ ه ن | ۽ | ا ت ر | ۾ | ل ا ن گ | ب ي | ک ا ن | ڏ ک ڻ | ۾ | ڊ ي و ن | پ و ر ٽ | ت ا ئ ي ن | پ ک ڙ ي ل | آ ه ي |	208320	FEMALE
905	2642552670480098268.wav	جڏهن اهي طوفاني بادلن کان چمني جي دونهي وانگر هيٺ لهندي شروع ٿيندا آهن، ۽ جڏهن اهي زمين کي ڇهندا آهن تہ اهي "واچوڙا" ٿي ويندا آهن.	جڏهن اهي طوفاني بادلن کان چمني جي دونهي وانگر هيٺ لهندي شروع ٿيندا آهن ۽ جڏهن اهي زمين کي ڇهندا آهن تہ اهي واچوڙا ٿي ويندا آهن	ج ڏ ه ن | ا ه ي | ط و ف ا ن ي | ب ا د ل ن | ک ا ن | چ م ن ي | ج ي | د و ن ه ي | و ا ن گ ر | ه ي ٺ | ل ه ن د ي | ش ر و ع | ٿ ي ن د ا | آ ه ن | ۽ | ج ڏ ه ن | ا ه ي | ز م ي ن | ک ي | ڇ ه ن د ا | آ ه ن | ت ہ | ا ه ي | و ا چ و ڙ ا | ٿ ي | و ي ن د ا | آ ه ن |	179520	FEMALE
607	10353208529363518418.wav	وقت جو مطالعو مذهبي، فلسفي، ۽ سائنسي عالمن هزارن سالن کان ڪيو آهي.	وقت جو مطالعو مذهبي فلسفي ۽ سائنسي عالمن هزارن سالن کان ڪيو آهي	و ق ت | ج و | م ط ا ل ع و | م ذ ه ب ي | ف ل س ف ي | ۽ | س ا ئ ن س ي | ع ا ل م ن | ه ز ا ر ن | س ا ل ن | ک ا ن | ڪ ي و | آ ه ي |	73920	FEMALE
521	8153301364922198656.wav	ڪجهہ ماڻهن جو خيال آهي تہ مصنوعي طور تي داخل ڪيل ظاهري خوابن جو تجربو ڪرڻ مشڪل ٿي سگهي ٿو.	ڪجهہ ماڻهن جو خيال آهي تہ مصنوعي طور تي داخل ڪيل ظاهري خوابن جو تجربو ڪرڻ مشڪل ٿي سگهي ٿو	ڪ ج ه ہ | م ا ڻ ه ن | ج و | خ ي ا ل | آ ه ي | ت ہ | م ص ن و ع ي | ط و ر | ت ي | د ا خ ل | ڪ ي ل | ظ ا ه ر ي | خ و ا ب ن | ج و | ت ج ر ب و | ڪ ر ڻ | م ش ڪ ل | ٿ ي | س گ ه ي | ٿ و |	201600	MALE
267	5000985339353900602.wav	روسي زميني ڪنٽرول جيٽس کي فعال ڪيا ۽ اسٽيشن جو رواجي رويو ٻيهر حاصل ڪيو.	روسي زميني ڪنٽرول جيٽس کي فعال ڪيا ۽ اسٽيشن جو رواجي رويو ٻيهر حاصل ڪيو	ر و س ي | ز م ي ن ي | ڪ ن ٽ ر و ل | ج ي ٽ س | ک ي | ف ع ا ل | ڪ ي ا | ۽ | ا س ٽ ي ش ن | ج و | ر و ا ج ي | ر و ي و | ٻ ي ه ر | ح ا ص ل | ڪ ي و |	119040	MALE
166	16828426634658205181.wav	ممبئي تي حملو ڪندڙ 26 نومبر 2008 تي ٻيڙي جي ذريعي پهتا، پاڻ سان دستي بم، خودڪار هٿيار کڻي آيا ۽ ڪيترين ئي جاين کي نشانو بڻايو جنهن ۾ ڇترپتي شوا جي ٽرمينس ريلوي اسٽيشن ۽ مشهور تاج محل هوٽل شامل هئا.	ممبئي تي حملو ڪندڙ 26 نومبر 2008 تي ٻيڙي جي ذريعي پهتا پاڻ سان دستي بم خودڪار هٿيار کڻي آيا ۽ ڪيترين ئي جاين کي نشانو بڻايو جنهن ۾ ڇترپتي شوا جي ٽرمينس ريلوي اسٽيشن ۽ مشهور تاج محل هوٽل شامل هئا	م م ب ئ ي | ت ي | ح م ل و | ڪ ن د ڙ | 2 6 | ن و م ب ر | 2 0 0 8 | ت ي | ٻ ي ڙ ي | ج ي | ذ ر ي ع ي | پ ه ت ا | پ ا ڻ | س ا ن | د س ت ي | ب م | خ و د ڪ ا ر | ه ٿ ي ا ر | ک ڻ ي | آ ي ا | ۽ | ڪ ي ت ر ي ن | ئ ي | ج ا ي ن | ک ي | ن ش ا ن و | ب ڻ ا ي و | ج ن ه ن | ۾ | ڇ ت ر پ ت ي | ش و ا | ج ي | ٽ ر م ي ن س | ر ي ل و ي | ا س ٽ ي ش ن | ۽ | م ش ه و ر | ت ا ج | م ح ل | ه و ٽ ل | ش ا م ل | ه ئ ا |	322560	MALE
342	8833035742952801589.wav	عالمي مالياتي حالت بابت، زاپاٽيرو هي چوي ٿو تہ "مالي نظام معيشيت جو هڪ حصو آهي، اهم حصو.	عالمي مالياتي حالت بابت زاپاٽيرو هي چوي ٿو تہ مالي نظام معيشيت جو هڪ حصو آهي اهم حصو	ع ا ل م ي | م ا ل ي ا ت ي | ح ا ل ت | ب ا ب ت | ز ا پ ا ٽ ي ر و | ه ي | چ و ي | ٿ و | ت ہ | م ا ل ي | ن ظ ا م | م ع ي ش ي ت | ج و | ه ڪ | ح ص و | آ ه ي | ا ه م | ح ص و |	165120	MALE
876	14208360620491120325.wav	جيڪڏهن توهان مختلف ڊرنڪنگ واري ثقافت واري شهر ۾ رهو ٿا، ڀرپاسي وارن بارن يا پب ۾ وڃو جتي توهان اڪثر نٿا وڃو.	جيڪڏهن توهان مختلف ڊرنڪنگ واري ثقافت واري شهر ۾ رهو ٿا ڀرپاسي وارن بارن يا پب ۾ وڃو جتي توهان اڪثر نٿا وڃو	ج ي ڪ ڏ ه ن | ت و ه ا ن | م خ ت ل ف | ڊ ر ن ڪ ن گ | و ا ر ي | ث ق ا ف ت | و ا ر ي | ش ه ر | ۾ | ر ه و | ٿ ا | ڀ ر پ ا س ي | و ا ر ن | ب ا ر ن | ي ا | پ ب | ۾ | و ڃ و | ج ت ي | ت و ه ا ن | ا ڪ ث ر | ن ٿ ا | و ڃ و |	215040	FEMALE
1465	2198314223919769108.wav	ان جو مطلب تہ توهان رات جو بحري جهاز تي سمهندي ۽ ايندي پورا ٻہ ڏينهن تاريخي شهر جو دورو ڪري سگهو ٿا.	ان جو مطلب تہ توهان رات جو بحري جهاز تي سمهندي ۽ ايندي پورا ٻہ ڏينهن تاريخي شهر جو دورو ڪري سگهو ٿا	ا ن | ج و | م ط ل ب | ت ہ | ت و ه ا ن | ر ا ت | ج و | ب ح ر ي | ج ه ا ز | ت ي | س م ه ن د ي | ۽ | ا ي ن د ي | پ و ر ا | ٻ ہ | ڏ ي ن ه ن | ت ا ر ي خ ي | ش ه ر | ج و | د و ر و | ڪ ر ي | س گ ه و | ٿ ا |	167040	MALE
1172	8996338008156414428.wav	اهڙي قسمن جي ٻارن کي "وحشي" يا جهنگلي چئبو آهي. ڪجهہ وحشي ٻارن کي ماڻهن (عام طور تي انهن جي والدين) پاران قيد ڪيو ويندو آهي. ڪجهہ صورتن ۾ ٻارن کي ترڪ ڪرڻ ٻار جي گهڻي ذهني يا جسماني خرابي کي والدين پاران قبول نه ڪرڻ جي ڪري هوندو آهي.	اهڙي قسمن جي ٻارن کي وحشي يا جهنگلي چئبو آهي. ڪجهہ وحشي ٻارن کي ماڻهن عام طور تي انهن جي والدين پاران قيد ڪيو ويندو آهي. ڪجهہ صورتن ۾ ٻارن کي ترڪ ڪرڻ ٻار جي گهڻي ذهني يا جسماني خرابي کي والدين پاران قبول نه ڪرڻ جي ڪري هوندو آهي	ا ه ڙ ي | ق س م ن | ج ي | ٻ ا ر ن | ک ي | و ح ش ي | ي ا | ج ه ن گ ل ي | چ ئ ب و | آ ه ي . | ڪ ج ه ہ | و ح ش ي | ٻ ا ر ن | ک ي | م ا ڻ ه ن | ع ا م | ط و ر | ت ي | ا ن ه ن | ج ي | و ا ل د ي ن | پ ا ر ا ن | ق ي د | ڪ ي و | و ي ن د و | آ ه ي . | ڪ ج ه ہ | ص و ر ت ن | ۾ | ٻ ا ر ن | ک ي | ت ر ڪ | ڪ ر ڻ | ٻ ا ر | ج ي | گ ه ڻ ي | ذ ه ن ي | ي ا | ج س م ا ن ي | خ ر ا ب ي | ک ي | و ا ل د ي ن | پ ا ر ا ن | ق ب و ل | ن ه | ڪ ر ڻ | ج ي | ڪ ر ي | ه و ن د و | آ ه ي |	314880	MALE
1146	15467991430902415994.wav	جيتوڻيڪ، ڊرائيور کي مٿي ۾ ڀاري زخم ٿيا.	جيتوڻيڪ ڊرائيور کي مٿي ۾ ڀاري زخم ٿيا	ج ي ت و ڻ ي ڪ | ڊ ر ا ئ ي و ر | ک ي | م ٿ ي | ۾ | ڀ ا ر ي | ز خ م | ٿ ي ا |	96960	FEMALE
1289	9387069807238358552.wav	شارڪ موجود آهن، جيتوڻڪ اهي انسانن تي گهٽ حملو ڪنديون آهن. گھڻيون شارڪ انسانن کان ڊڄن ٿيون ۽ پري تري وينديون آهن.	شارڪ موجود آهن جيتوڻڪ اهي انسانن تي گهٽ حملو ڪنديون آهن گھڻيون شارڪ انسانن کان ڊڄن ٿيون ۽ پري تري وينديون آهن	ش ا ر ڪ | م و ج و د | آ ه ن | ج ي ت و ڻ ڪ | ا ه ي | ا ن س ا ن ن | ت ي | گ ه ٽ | ح م ل و | ڪ ن د ي و ن | آ ه ن | گ ھ ڻ ي و ن | ش ا ر ڪ | ا ن س ا ن ن | ک ا ن | ڊ ڄ ن | ٿ ي و ن | ۽ | پ ر ي | ت ر ي | و ي ن د ي و ن | آ ه ن |	188160	FEMALE
1282	5485630975534826592.wav	جرمني عالمي جنگ 2 دوران هڪ گڏيل دشمن هو جنهن کي ڪري USSR ۽ آمريڪا جي وچ ۾ تعاون جاري هو. جنگ ختم ٿيڻ تي ملڪن جا نظام، عمل ۽ ثقافت جا تڪرار گهٽ ٿيڻ لڳا.	جرمني عالمي جنگ 2 دوران هڪ گڏيل دشمن هو جنهن کي ڪري ussr ۽ آمريڪا جي وچ ۾ تعاون جاري هو جنگ ختم ٿيڻ تي ملڪن جا نظام عمل ۽ ثقافت جا تڪرار گهٽ ٿيڻ لڳا	ج ر م ن ي | ع ا ل م ي | ج ن گ | 2 | د و ر ا ن | ه ڪ | گ ڏ ي ل | د ش م ن | ه و | ج ن ه ن | ک ي | ڪ ر ي | u s s r | ۽ | آ م ر ي ڪ ا | ج ي | و چ | ۾ | ت ع ا و ن | ج ا ر ي | ه و | ج ن گ | خ ت م | ٿ ي ڻ | ت ي | م ل ڪ ن | ج ا | ن ظ ا م | ع م ل | ۽ | ث ق ا ف ت | ج ا | ت ڪ ر ا ر | گ ه ٽ | ٿ ي ڻ | ل ڳ ا |	306240	MALE
351	4372635117702804759.wav	جيتوڻڪ، اهو حل ڪرڻ جي لاءِ هڪ وڏو مشڪل مسئلو آهي ۽ ان کان پهرين جو اسان ڪارائتو فيوزن ري ايڪٽر ٺهيل ڏسو ان ۾ ڪيترائي سال لڳي ويندا.	جيتوڻڪ اهو حل ڪرڻ جي لاءِ هڪ وڏو مشڪل مسئلو آهي ۽ ان کان پهرين جو اسان ڪارائتو فيوزن ري ايڪٽر ٺهيل ڏسو ان ۾ ڪيترائي سال لڳي ويندا	ج ي ت و ڻ ڪ | ا ه و | ح ل | ڪ ر ڻ | ج ي | ل ا ء ِ | ه ڪ | و ڏ و | م ش ڪ ل | م س ئ ل و | آ ه ي | ۽ | ا ن | ک ا ن | پ ه ر ي ن | ج و | ا س ا ن | ڪ ا ر ا ئ ت و | ف ي و ز ن | ر ي | ا ي ڪ ٽ ر | ٺ ه ي ل | ڏ س و | ا ن | ۾ | ڪ ي ت ر ا ئ ي | س ا ل | ل ڳ ي | و ي ن د ا |	208320	MALE
1173	18145673785786303372.wav	ٻاهرين ملڪ ۾ جنسي حوالگي سرجري جي منصوبا بندي ڪرڻ وارن بحري مسافر کي اهو يقيني بڻائڻ گهرجي تہ انهن وٽ واپسي جي سفر لاءِ درست دستاويز آهن.	ٻاهرين ملڪ ۾ جنسي حوالگي سرجري جي منصوبا بندي ڪرڻ وارن بحري مسافر کي اهو يقيني بڻائڻ گهرجي تہ انهن وٽ واپسي جي سفر لاءِ درست دستاويز آهن	ٻ ا ه ر ي ن | م ل ڪ | ۾ | ج ن س ي | ح و ا ل گ ي | س ر ج ر ي | ج ي | م ن ص و ب ا | ب ن د ي | ڪ ر ڻ | و ا ر ن | ب ح ر ي | م س ا ف ر | ک ي | ا ه و | ي ق ي ن ي | ب ڻ ا ئ ڻ | گ ه ر ج ي | ت ہ | ا ن ه ن | و ٽ | و ا پ س ي | ج ي | س ف ر | ل ا ء ِ | د ر س ت | د س ت ا و ي ز | آ ه ن |	278400	MALE
1297	14919813043855290661.wav	جيڪڏهن توهان پنهنجي ننڊ ۾ گهڙيال کي ري سيٽ ڪندي ڏسو ٿا ته، اهو ڪمري جي ٻئي پاسي رکي سگهجي ٿي، جيڪو توهان کي اهو بند ڪرڻ لاءِ بستر مان ٻاهر نڪرڻ تي مجبور ڪندي.	جيڪڏهن توهان پنهنجي ننڊ ۾ گهڙيال کي ري سيٽ ڪندي ڏسو ٿا ته اهو ڪمري جي ٻئي پاسي رکي سگهجي ٿي جيڪو توهان کي اهو بند ڪرڻ لاءِ بستر مان ٻاهر نڪرڻ تي مجبور ڪندي	ج ي ڪ ڏ ه ن | ت و ه ا ن | پ ن ه ن ج ي | ن ن ڊ | ۾ | گ ه ڙ ي ا ل | ک ي | ر ي | س ي ٽ | ڪ ن د ي | ڏ س و | ٿ ا | ت ه | ا ه و | ڪ م ر ي | ج ي | ٻ ئ ي | پ ا س ي | ر ک ي | س گ ه ج ي | ٿ ي | ج ي ڪ و | ت و ه ا ن | ک ي | ا ه و | ب ن د | ڪ ر ڻ | ل ا ء ِ | ب س ت ر | م ا ن | ٻ ا ه ر | ن ڪ ر ڻ | ت ي | م ج ب و ر | ڪ ن د ي |	281280	FEMALE
305	15620741274132546852.wav	1960 واري ڏهاڪي ۾ هو فلم جي هدايت ڪاري سيکارڻ لاءِ نئين آزاد ٿيندڙ الجيريا ڏانهن واپس وريو.	1960 واري ڏهاڪي ۾ هو فلم جي هدايت ڪاري سيکارڻ لاءِ نئين آزاد ٿيندڙ الجيريا ڏانهن واپس وريو	1 9 6 0 | و ا ر ي | ڏ ه ا ڪ ي | ۾ | ه و | ف ل م | ج ي | ه د ا ي ت | ڪ ا ر ي | س ي ک ا ر ڻ | ل ا ء ِ | ن ئ ي ن | آ ز ا د | ٿ ي ن د ڙ | ا ل ج ي ر ي ا | ڏ ا ن ه ن | و ا پ س | و ر ي و |	192960	MALE
174	11624771621740687694.wav	سامونڊي نَقشي سازي کان پوءِ، هڪ ROV استعمال ڪندي تباهه ٿيل جهاز مليو هو.	سامونڊي نَقشي سازي کان پوءِ هڪ rov استعمال ڪندي تباهه ٿيل جهاز مليو هو	س ا م و ن ڊ ي | ن َ ق ش ي | س ا ز ي | ک ا ن | پ و ء ِ | ه ڪ | r o v | ا س ت ع م ا ل | ڪ ن د ي | ت ب ا ه ه | ٿ ي ل | ج ه ا ز | م ل ي و | ه و |	123840	FEMALE
89	3840387614977509172.wav	اڄ جي گرفتاري جي تصديق کان سواءِ اختيارين تمام گهٽ چيو.	اڄ جي گرفتاري جي تصديق کان سواءِ اختيارين تمام گهٽ چيو	ا ڄ | ج ي | گ ر ف ت ا ر ي | ج ي | ت ص د ي ق | ک ا ن | س و ا ء ِ | ا خ ت ي ا ر ي ن | ت م ا م | گ ه ٽ | چ ي و |	100800	FEMALE
37	4026062882159336189.wav	وچ ۾ ٽرانسپورٽ سينٽر ۽ ميموريل پارڪ ساڻ، پنج نئي ڊگهي بلڊنگن جي ڪنسٽرڪشن جاري آهي.	وچ ۾ ٽرانسپورٽ سينٽر ۽ ميموريل پارڪ ساڻ پنج نئي ڊگهي بلڊنگن جي ڪنسٽرڪشن جاري آهي	و چ | ۾ | ٽ ر ا ن س پ و ر ٽ | س ي ن ٽ ر | ۽ | م ي م و ر ي ل | پ ا ر ڪ | س ا ڻ | پ ن ج | ن ئ ي | ڊ گ ه ي | ب ل ڊ ن گ ن | ج ي | ڪ ن س ٽ ر ڪ ش ن | ج ا ر ي | آ ه ي |	147840	FEMALE
389	518661073650151695.wav	ڪيئن سنسڪرت وجود ۾ آئي بابت گهڻا نظريا آهن. انهن مان هڪ اوڀر کان ڀارت ڏانهن آريان جي لڏپلاڻ جيڪو پنهنجي ٻولي پاڻ سان گڏ کڻي آهيو بابت آهي.	ڪيئن سنسڪرت وجود ۾ آئي بابت گهڻا نظريا آهن انهن مان هڪ اوڀر کان ڀارت ڏانهن آريان جي لڏپلاڻ جيڪو پنهنجي ٻولي پاڻ سان گڏ کڻي آهيو بابت آهي	ڪ ي ئ ن | س ن س ڪ ر ت | و ج و د | ۾ | آ ئ ي | ب ا ب ت | گ ه ڻ ا | ن ظ ر ي ا | آ ه ن | ا ن ه ن | م ا ن | ه ڪ | ا و ڀ ر | ک ا ن | ڀ ا ر ت | ڏ ا ن ه ن | آ ر ي ا ن | ج ي | ل ڏ پ ل ا ڻ | ج ي ڪ و | پ ن ه ن ج ي | ٻ و ل ي | پ ا ڻ | س ا ن | گ ڏ | ک ڻ ي | آ ه ي و | ب ا ب ت | آ ه ي |	227520	FEMALE
687	18080807792100647010.wav	ڪو به شخص جنهن کي تابوت مان ممي کي ڪڍڻ جي ڪوشش دوران ڪيل نقصان جو ثبوت ڏسڻ ۾ دلچسپي رکي ٿو ته مايوس ٿي ويندو. جيئن صرف منهن ۽ ڪلها ظاهر آهن.	ڪو به شخص جنهن کي تابوت مان ممي کي ڪڍڻ جي ڪوشش دوران ڪيل نقصان جو ثبوت ڏسڻ ۾ دلچسپي رکي ٿو ته مايوس ٿي ويندو جيئن صرف منهن ۽ ڪلها ظاهر آهن	ڪ و | ب ه | ش خ ص | ج ن ه ن | ک ي | ت ا ب و ت | م ا ن | م م ي | ک ي | ڪ ڍ ڻ | ج ي | ڪ و ش ش | د و ر ا ن | ڪ ي ل | ن ق ص ا ن | ج و | ث ب و ت | ڏ س ڻ | ۾ | د ل چ س پ ي | ر ک ي | ٿ و | ت ه | م ا ي و س | ٿ ي | و ي ن د و | ج ي ئ ن | ص ر ف | م ن ه ن | ۽ | ڪ ل ه ا | ظ ا ه ر | آ ه ن |	294720	MALE
985	7511903900345956437.wav	انسانن ۾ هڪ هزار کان به گهٽ ڪيس رپورٽ ٿيا آهن، پر انهن مان ڪجهه موتمار رهيا آهن.	انسانن ۾ هڪ هزار کان به گهٽ ڪيس رپورٽ ٿيا آهن پر انهن مان ڪجهه موتمار رهيا آهن	ا ن س ا ن ن | ۾ | ه ڪ | ه ز ا ر | ک ا ن | ب ه | گ ه ٽ | ڪ ي س | ر پ و ر ٽ | ٿ ي ا | آ ه ن | پ ر | ا ن ه ن | م ا ن | ڪ ج ه ه | م و ت م ا ر | ر ه ي ا | آ ه ن |	146880	MALE
