701	6523110200644756091.wav	دا غوښتنی د دواړه هیوادونو تر منځ د هجرت د منظم بهیر منځ ته راوړلو په خاطر طرحه شوي	دا غوښتنی د دواړه هیوادونو تر منځ د هجرت د منظم بهیر منځ ته راوړلو په خاطر طرحه شوي	د ا | غ و ښ ت ن ی | د | د و ا ړ ه | ه ی و ا د و ن و | ت ر | م ن ځ | د | ه ج ر ت | د | م ن ظ م | ب ه ی ر | م ن ځ | ت ه | ر ا و ړ ل و | پ ه | خ ا ط ر | ط ر ح ه | ش و ي |	178560	MALE
86	2438319860012999743.wav	پټ مین pittman وړانديز کوي چې تر راتلونکې اوونی پورې به موسمی حالاتو کې بهتری را نشي	پټ مین pittman وړانديز کوي چې تر راتلونکې اوونی پورې به موسمی حالاتو کې بهتری را نشي	پ ټ | م ی ن | p i t t m a n | و ړ ا ن د ي ز | ک و ي | چ ې | ت ر | ر ا ت ل و ن ک ې | ا و و ن ی | پ و ر ې | ب ه | م و س م ی | ح ا ل ا ت و | ک ې | ب ه ت ر ی | ر ا | ن ش ي |	149760	MALE
857	16676082201747543873.wav	د نورو لپاره په وړلو کې- هیڅکله خپلې بکسې د خپل نظر څخه لیرې مه پریږدۍ په ځانګړي ډول کله چې تاسې د بین المللي پولو تیریږئ.	د نورو لپاره په وړلو کې هیڅکله خپلې بکسې د خپل نظر څخه لیرې مه پریږدۍ په ځانګړي ډول کله چې تاسې د بین المللي پولو تیریږئ	د | ن و ر و | ل پ ا ر ه | پ ه | و ړ ل و | ک ې | ه ی څ ک ل ه | خ پ ل ې | ب ک س ې | د | خ پ ل | ن ظ ر | څ خ ه | ل ی ر ې | م ه | پ ر ی ږ د ۍ | پ ه | ځ ا ن ګ ړ ي | ډ و ل | ک ل ه | چ ې | ت ا س ې | د | ب ی ن | ا ل م ل ل ي | پ و ل و | ت ی ر ی ږ ئ |	278400	MALE
1430	9996594062394678160.wav	نن ورځ زیاتره لرغونپوهان په عقیده دي چې یوې ډلې د داینوسورانو بقا موندلې او نن ورځ ژوندي پاتې دي. موږ یې د مرغانو په نامه سره یادوو.	نن ورځ زیاتره لرغونپوهان په عقیده دي چې یوې ډلې د داینوسورانو بقا موندلې او نن ورځ ژوندي پاتې دي موږ یې د مرغانو په نامه سره یادوو	ن ن | و ر ځ | ز ی ا ت ر ه | ل ر غ و ن پ و ه ا ن | پ ه | ع ق ی د ه | د ي | چ ې | ی و ې | ډ ل ې | د | د ا ی ن و س و ر ا ن و | ب ق ا | م و ن د ل ې | ا و | ن ن | و ر ځ | ژ و ن د ي | پ ا ت ې | د ي | م و ږ | ی ې | د | م ر غ ا ن و | پ ه | ن ا م ه | س ر ه | ی ا د و و |	195840	FEMALE
748	5299111151456166817.wav	په ناری کې د سیمې موسمي خوراکونه یا د کوربه ځانګړي خوراک شامل وي.	په ناری کې د سیمې موسمي خوراکونه یا د کوربه ځانګړي خوراک شامل وي	پ ه | ن ا ر ی | ک ې | د | س ی م ې | م و س م ي | خ و ر ا ک و ن ه | ی ا | د | ک و ر ب ه | ځ ا ن ګ ړ ي | خ و ر ا ک | ش ا م ل | و ي |	127680	MALE
694	13527323167172255023.wav	یروشلم د اسرايلو پايتخت او لوي ښاردي ، که څه هم نور ډیر هیوادونه او ملګری ملتونه یې د اسرایلو د پایتخت په صفت په رسمی توګه نه پیژنی	یروشلم د اسرايلو پايتخت او لوي ښاردي که څه هم نور ډیر هیوادونه او ملګری ملتونه یې د اسرایلو د پایتخت په صفت په رسمی توګه نه پیژنی	ی ر و ش ل م | د | ا س ر ا ي ل و | پ ا ي ت خ ت | ا و | ل و ي | ښ ا ر د ي | ک ه | څ ه | ه م | ن و ر | ډ ی ر | ه ی و ا د و ن ه | ا و | م ل ګ ر ی | م ل ت و ن ه | ی ې | د | ا س ر ا ی ل و | د | پ ا ی ت خ ت | پ ه | ص ف ت | پ ه | ر س م ی | ت و ګ ه | ن ه | پ ی ژ ن ی |	184320	MALE
581	8933950952915213162.wav	دا عصبی ټکانونه ټول بدن ته دومره په چټکې سره لیږل کېږی چې بدن د ممکنه خطرو څخه په ژغورلو کې مرسته کوي	دا عصبی ټکانونه ټول بدن ته دومره په چټکې سره لیږل کېږی چې بدن د ممکنه خطرو څخه په ژغورلو کې مرسته کوي	د ا | ع ص ب ی | ټ ک ا ن و ن ه | ټ و ل | ب د ن | ت ه | د و م ر ه | پ ه | چ ټ ک ې | س ر ه | ل ی ږ ل | ک ې ږ ی | چ ې | ب د ن | د | م م ک ن ه | خ ط ر و | څ خ ه | پ ه | ژ غ و ر ل و | ک ې | م ر س ت ه | ک و ي |	209280	MALE
1082	10633127480824451512.wav	دا ډیر زیات نري کیدلې شي وي او په نورو فلزاتو کې ګیرولی شي. دا ډیر نري کیدلې شي او کله کله خو په لاس جوړو د عکسونو په کتابونو کې د ښایسته کولو لپاره پکارېږي چې د "روښانه شوي نسخې" په نوم یادېږي.	دا ډیر زیات نري کیدلې شي وي او په نورو فلزاتو کې ګیرولی شي دا ډیر نري کیدلې شي او کله کله خو په لاس جوړو د عکسونو په کتابونو کې د ښایسته کولو لپاره پکارېږي چې د روښانه شوي نسخې په نوم یادېږي	د ا | ډ ی ر | ز ی ا ت | ن ر ي | ک ی د ل ې | ش ي | و ي | ا و | پ ه | ن و ر و | ف ل ز ا ت و | ک ې | ګ ی ر و ل ی | ش ي | د ا | ډ ی ر | ن ر ي | ک ی د ل ې | ش ي | ا و | ک ل ه | ک ل ه | خ و | پ ه | ل ا س | ج و ړ و | د | ع ک س و ن و | پ ه | ک ت ا ب و ن و | ک ې | د | ښ ا ی س ت ه | ک و ل و | ل پ ا ر ه | پ ک ا ر ې ږ ي | چ ې | د | ر و ښ ا ن ه | ش و ي | ن س خ ې | پ ه | ن و م | ی ا د ې ږ ي |	326400	MALE
189	740490139972788957.wav	د اګست په 9 همه شپه، د مورکوټ د سترګې نظر د چین له فوجیان ولایت څخه شاوخوا اويه کیلومتره لرې وه۔	د اګست په 9 همه شپه د مورکوټ د سترګې نظر د چین له فوجیان ولایت څخه شاوخوا اويه کیلومتره لرې وه	د | ا ګ س ت | پ ه | 9 | ه م ه | ش پ ه | د | م و ر ک و ټ | د | س ت ر ګ ې | ن ظ ر | د | چ ی ن | ل ه | ف و ج ی ا ن | و ل ا ی ت | څ خ ه | ش ا و خ و ا | ا و ي ه | ک ی ل و م ت ر ه | ل ر ې | و ه |	140160	MALE
1267	14371362579785370176.wav	"زه هرځل تللی وم کله چې موږ د زړه له کومې څخه په دې اړه یو مشق وکړ."	زه هرځل تللی وم کله چې موږ د زړه له کومې څخه په دې اړه یو مشق وکړ	ز ه | ه ر ځ ل | ت ل ل ی | و م | ک ل ه | چ ې | م و ږ | د | ز ړ ه | ل ه | ک و م ې | څ خ ه | پ ه | د ې | ا ړ ه | ی و | م ش ق | و ک ړ |	99840	MALE
935	4090642447606545819.wav	د هغه هیواد چې غواړې درس پکې ووایې د تفصیلي اړتیاوو په اړه د ادارې او همدارنګه د مهاجرت د شعبې سره وپلټه	د هغه هیواد چې غواړې درس پکې ووایې د تفصیلي اړتیاوو په اړه د ادارې او همدارنګه د مهاجرت د شعبې سره وپلټه	د | ه غ ه | ه ی و ا د | چ ې | غ و ا ړ ې | د ر س | پ ک ې | و و ا ی ې | د | ت ف ص ی ل ي | ا ړ ت ی ا و و | پ ه | ا ړ ه | د | ا د ا ر ې | ا و | ه م د ا ر ن ګ ه | د | م ه ا ج ر ت | د | ش ع ب ې | س ر ه | و پ ل ټ ه |	192000	MALE
834	3220802165914889800.wav	دا ممکن د ځایي پولیسو سره د یوې فورمې ډکولو او یا د مهاجرت د دفترونو ته ورتګ ته اړتیا ولري.	دا ممکن د ځایي پولیسو سره د یوې فورمې ډکولو او یا د مهاجرت د دفترونو ته ورتګ ته اړتیا ولري	د ا | م م ک ن | د | ځ ا ی ي | پ و ل ی س و | س ر ه | د | ی و ې | ف و ر م ې | ډ ک و ل و | ا و | ی ا | د | م ه ا ج ر ت | د | د ف ت ر و ن و | ت ه | و ر ت ګ | ت ه | ا ړ ت ی ا | و ل ر ي |	181440	FEMALE
1468	17301331754432857915.wav	هغه په بند کی ده او د محکمی د شروع انتظار اوباسی ، مګر هر هغه شاهد چی واقعه یې په سترګو لیدلی وي او یا هم کوم ثبوت ، هغه به د منځه ویوړل شی ځکه چی دهغې انځورونه په لوبه پیمانه نشر شوی دي.	هغه په بند کی ده او د محکمی د شروع انتظار اوباسی مګر هر هغه شاهد چی واقعه یې په سترګو لیدلی وي او یا هم کوم ثبوت هغه به د منځه ویوړل شی ځکه چی دهغې انځورونه په لوبه پیمانه نشر شوی دي	ه غ ه | پ ه | ب ن د | ک ی | د ه | ا و | د | م ح ک م ی | د | ش ر و ع | ا ن ت ظ ا ر | ا و ب ا س ی | م ګ ر | ه ر | ه غ ه | ش ا ه د | چ ی | و ا ق ع ه | ی ې | پ ه | س ت ر ګ و | ل ی د ل ی | و ي | ا و | ی ا | ه م | ک و م | ث ب و ت | ه غ ه | ب ه | د | م ن ځ ه | و ی و ړ ل | ش ی | ځ ک ه | چ ی | د ه غ ې | ا ن ځ و ر و ن ه | پ ه | ل و ب ه | پ ی م ا ن ه | ن ش ر | ش و ی | د ي |	246720	MALE
605	4088530055945383589.wav	که څه هم ددې فزیکې حالت تغیر وکړي ،ددې کېمیاوي حالت یو شان پاتی کېږی	که څه هم ددې فزیکې حالت تغیر وکړي ،ددې کېمیاوي حالت یو شان پاتی کېږی	ک ه | څ ه | ه م | د د ې | ف ز ی ک ې | ح ا ل ت | ت غ ی ر | و ک ړ ي | ، د د ې | ک ې م ی ا و ي | ح ا ل ت | ی و | ش ا ن | پ ا ت ی | ک ې ږ ی |	138240	MALE
212	5690700951332375909.wav	د سختو زخمونو راپورونه نه شته ، مګر پنځه کسان چې د چاودنی په وخت کې هلته موجود و د شوک د نښو په خاطر تداوي شوي دي.	د سختو زخمونو راپورونه نه شته مګر پنځه کسان چې د چاودنی په وخت کې هلته موجود و د شوک د نښو په خاطر تداوي شوي دي	د | س خ ت و | ز خ م و ن و | ر ا پ و ر و ن ه | ن ه | ش ت ه | م ګ ر | پ ن ځ ه | ک س ا ن | چ ې | د | چ ا و د ن ی | پ ه | و خ ت | ک ې | ه ل ت ه | م و ج و د | و | د | ش و ک | د | ن ښ و | پ ه | خ ا ط ر | ت د ا و ي | ش و ي | د ي |	228480	MALE
197	5255140349791752189.wav	صدارتی وزیر روډریګو اریاسrodrigo arias وويل : چې اریاس د وایرس په یوه معمولي قضیې په یوه ټسټ کې مثبت راغلی	صدارتی وزیر روډریګو اریاسrodrigo arias وويل : چې اریاس د وایرس په یوه معمولي قضیې په یوه ټسټ کې مثبت راغلی	ص د ا ر ت ی | و ز ی ر | ر و ډ ر ی ګ و | ا ر ی ا س r o d r i g o | a r i a s | و و ي ل | : | چ ې | ا ر ی ا س | د | و ا ی ر س | پ ه | ی و ه | م ع م و ل ي | ق ض ی ې | پ ه | ی و ه | ټ س ټ | ک ې | م ث ب ت | ر ا غ ل ی |	189120	MALE
1497	9586700848246100590.wav	برطانوي پاونډونه په عمومي دول په جزیرو کې هر ځای کې منل کيږي او د ستېنلي کرېډټ کارډ دننه او متحده ایالاتو کې ډالرې هم اکثره وخت منل کیږي.	برطانوي پاونډونه په عمومي دول په جزیرو کې هر ځای کې منل کيږي او د ستېنلي کرېډټ کارډ دننه او متحده ایالاتو کې ډالرې هم اکثره وخت منل کیږي	ب ر ط ا ن و ي | پ ا و ن ډ و ن ه | پ ه | ع م و م ي | د و ل | پ ه | ج ز ی ر و | ک ې | ه ر | ځ ا ی | ک ې | م ن ل | ک ي ږ ي | ا و | د | س ت ې ن ل ي | ک ر ې ډ ټ | ک ا ر ډ | د ن ن ه | ا و | م ت ح د ه | ا ی ا ل ا ت و | ک ې | ډ ا ل ر ې | ه م | ا ک ث ر ه | و خ ت | م ن ل | ک ی ږ ي |	159360	MALE
1160	4476551467734899156.wav	پیسې به د سیلاب ضد کورونو، د اوبو غوره مدیریت او د فصلونو په تنوع کې مصرف شي	پیسې به د سیلاب ضد کورونو د اوبو غوره مدیریت او د فصلونو په تنوع کې مصرف شي	پ ی س ې | ب ه | د | س ی ل ا ب | ض د | ک و ر و ن و | د | ا و ب و | غ و ر ه | م د ی ر ی ت | ا و | د | ف ص ل و ن و | پ ه | ت ن و ع | ک ې | م ص ر ف | ش ي |	120960	MALE
1108	18360584326730589195.wav	ایتلافي او افغان ځواکونه منطقې ته د ساحې د ساتنې په هدف ورغلي او د ایتلاف بله الوتکه د مرستې لپاره ور استول شوې.	ایتلافي او افغان ځواکونه منطقې ته د ساحې د ساتنې په هدف ورغلي او د ایتلاف بله الوتکه د مرستې لپاره ور استول شوې	ا ی ت ل ا ف ي | ا و | ا ف غ ا ن | ځ و ا ک و ن ه | م ن ط ق ې | ت ه | د | س ا ح ې | د | س ا ت ن ې | پ ه | ه د ف | و ر غ ل ي | ا و | د | ا ی ت ل ا ف | ب ل ه | ا ل و ت ک ه | د | م ر س ت ې | ل پ ا ر ه | و ر | ا س ت و ل | ش و ې |	144960	FEMALE
166	15514555867113544483.wav	د ممبۍ حمله کوونکې د کښتی د لارې د 2008 د نومبر په 26 نیټه رارسیدلی و . چې له ځان سره ګرنیټونه او اتومات وسلی راوړی وي . چې په متعددو هدفونو یې د چتر پتی شيوا چې chatar pati shivaji د اور ګاډی په تمځاې او مشهور تاج محل هوټل په ګډون باندي یې حملی وکړي	د ممبۍ حمله کوونکې د کښتی د لارې د 2008 د نومبر په 26 نیټه رارسیدلی و چې له ځان سره ګرنیټونه او اتومات وسلی راوړی وي چې په متعددو هدفونو یې د چتر پتی شيوا چې chatar pati shivaji د اور ګاډی په تمځاې او مشهور تاج محل هوټل په ګډون باندي یې حملی وکړي	د | م م ب ۍ | ح م ل ه | ک و و ن ک ې | د | ک ښ ت ی | د | ل ا ر ې | د | 2 0 0 8 | د | ن و م ب ر | پ ه | 2 6 | ن ی ټ ه | ر ا ر س ی د ل ی | و | چ ې | ل ه | ځ ا ن | س ر ه | ګ ر ن ی ټ و ن ه | ا و | ا ت و م ا ت | و س ل ی | ر ا و ړ ی | و ي | چ ې | پ ه | م ت ع د د و | ه د ف و ن و | ی ې | د | چ ت ر | پ ت ی | ش ي و ا | چ ې | c h a t a r | p a t i | s h i v a j i | د | ا و ر | ګ ا ډ ی | پ ه | ت م ځ ا ې | ا و | م ش ه و ر | ت ا ج | م ح ل | ه و ټ ل | پ ه | ګ ډ و ن | ب ا ن د ي | ی ې | ح م ل ی | و ک ړ ي |	342720	MALE
611	12415288703031650574.wav	نن ورځ کمپوترونه د عکسونو او ویدیوګانو د تنظیمولو لپاره استعمالیږي.	نن ورځ کمپوترونه د عکسونو او ویدیوګانو د تنظیمولو لپاره استعمالیږي	ن ن | و ر ځ | ک م پ و ت ر و ن ه | د | ع ک س و ن و | ا و | و ی د ی و ګ ا ن و | د | ت ن ظ ی م و ل و | ل پ ا ر ه | ا س ت ع م ا ل ی ږ ي |	111360	MALE
947	11397881756674929934.wav	د سپینې بحیرې–د اونګا جھیل، لاډوګا جهیل او سینټ پیټرزبرګ له لارې، ډیری د سیندونو او جهيلونو په واسطه بالتیک کانال د آرټیک بحر سمندر د بالتیک بحیرې سره وصل کوي.	د سپینې بحیرې–د اونګا جھیل، لاډوګا جهیل او سینټ پیټرزبرګ له لارې، ډیری د سیندونو او جهيلونو په واسطه بالتیک کانال د آرټیک بحر سمندر د بالتیک بحیرې سره وصل کوي	د | س پ ی ن ې | ب ح ی ر ې – د | ا و ن ګ ا | ج ھ ی ل ، | ل ا ډ و ګ ا | ج ه ی ل | ا و | س ی ن ټ | پ ی ټ ر ز ب ر ګ | ل ه | ل ا ر ې ، | ډ ی ر ی | د | س ی ن د و ن و | ا و | ج ه ي ل و ن و | پ ه | و ا س ط ه | ب ا ل ت ی ک | ک ا ن ا ل | د | آ ر ټ ی ک | ب ح ر | س م ن د ر | د | ب ا ل ت ی ک | ب ح ی ر ې | س ر ه | و ص ل | ک و ي |	354240	MALE
969	8820810050748903035.wav	د پیړیو په جریان کې، خلکو په احتیاط سره په خراب، ګړنګ منظره د غونډی په سر چتونه جوړ کړي چې د بحر لیده کړي.	د پیړیو په جریان کې خلکو په احتیاط سره په خراب ګړنګ منظره د غونډی په سر چتونه جوړ کړي چې د بحر لیده کړي	د | پ ی ړ ی و | پ ه | ج ر ی ا ن | ک ې | خ ل ک و | پ ه | ا ح ت ی ا ط | س ر ه | پ ه | خ ر ا ب | ګ ړ ن ګ | م ن ظ ر ه | د | غ و ن ډ ی | پ ه | س ر | چ ت و ن ه | ج و ړ | ک ړ ي | چ ې | د | ب ح ر | ل ی د ه | ک ړ ي |	136320	FEMALE
